Wavelength (nm),y
977.2000122,99.69618225
977.4000244,99.79423523
977.5999756,99.76407623
977.7999878,99.8171463
978,99.84000397
978.2000122,99.90753174
978.4000244,99.80521393
978.5999756,99.69178772
978.7999878,99.74641418
979,99.77484131
979.2000122,99.78431702
979.4000244,99.76356506
979.5999756,99.73078918
979.7999878,99.71178436
980,99.70132446
980.2000122,99.67037201
980.4000244,99.67696381
980.5999756,99.60137939
980.7999878,99.69369507
981,99.63084412
981.2000122,99.68429565
981.4000244,99.58158112
981.5999756,99.64994812
981.7999878,99.59777832
982,99.62615204
982.2000122,99.63352203
982.4000244,99.59017944
982.5999756,99.57491302
982.7999878,99.49777985
983,99.51308441
983.2000122,99.52540588
983.4000244,99.56181335
983.5999756,99.56427002
983.7999878,99.5316391
984,99.66663361
984.2000122,99.59039307
984.4000244,99.63796997
984.5999756,99.64195251
984.7999878,99.62737274
985,99.68080139
985.2000122,99.58782196
985.4000244,99.60848999
985.5999756,99.58731079
985.7999878,99.62362671
986,99.62091064
986.2000122,99.76028442
986.4000244,99.68489075
986.5999756,99.6822052
986.7999878,99.65019989
987,99.78181458
987.2000122,99.68525696
987.4000244,99.75331879
987.5999756,99.72182465
987.7999878,99.78165436
988,99.759552
988.2000122,99.75426483
988.4000244,99.72956848
988.5999756,99.79705811
988.7999878,99.76538849
989,99.75904083
989.2000122,99.80625153
989.4000244,99.82550049
989.5999756,99.78559113
989.7999878,99.78682709
990,99.76402283
990.2000122,99.69441986
990.4000244,99.78469086
990.5999756,99.77689362
990.7999878,99.73884583
991,99.78383636
991.2000122,99.73854828
991.4000244,99.65361786
991.5999756,99.61859894
991.7999878,99.66511536
992,99.61666107
992.2000122,99.58047485
992.4000244,99.50336456
992.5999756,99.57266998
992.7999878,99.54397583
993,99.45044708
993.2000122,99.48448181
993.4000244,99.41244507
993.5999756,99.36016083
993.7999878,99.37475586
994,99.36341858
994.2000122,99.27909088
994.4000244,99.21963501
994.5999756,99.24691772
994.7999878,99.18577576
995,99.16162109
995.2000122,99.24625397
995.4000244,99.13088989
995.5999756,99.16954041
995.7999878,99.11489868
996,99.09299469
996.2000122,99.08440399
996.4000244,99.10780334
996.5999756,99.10716248
996.7999878,99.03494263
997,99.11963654
997.2000122,99.16356659
997.4000244,99.13317871
997.5999756,99.09937286
997.7999878,99.09369659
998,99.14248657
998.2000122,99.14485931
998.4000244,99.1468277
998.5999756,99.15133667
998.7999878,99.22967529
999,99.22392273
999.2000122,99.25289917
999.4000244,99.30105591
999.5999756,99.32025146
999.7999878,99.28218079
1000,99.4246521
1000.200012,99.36289215
1000.400024,99.45053101
1000.599976,99.48805237
1000.799988,99.3530426
1001,99.33424377
1001.200012,99.47670746
1001.400024,99.51660919
1001.599976,99.49842072
1001.799988,99.57273865
1002,99.62099457
1002.200012,99.49691772
1002.400024,99.5166626
1002.599976,99.58222198
1002.799988,99.56095123
1003,99.65114594
1003.200012,99.72337341
1003.400024,99.58014679
1003.599976,99.58804321
1003.799988,99.66625214
1004,99.59069061
1004.200012,99.64984131
1004.400024,99.6304245
1004.599976,99.56248474
1004.799988,99.6075592
1005,99.60868073
1005.200012,99.58189392
1005.400024,99.48167419
1005.599976,99.532547
1005.799988,99.52984619
1006,99.52571106
1006.200012,99.52602386
1006.400024,99.47679138
1006.599976,99.50450134
1006.799988,99.4077301
1007,99.45016479
1007.200012,99.32303619
1007.400024,99.40808105
1007.599976,99.38596344
1007.799988,99.36367035
1008,99.3019104
1008.200012,99.35906219
1008.400024,99.27593994
1008.599976,99.28200531
1008.799988,99.21794891
1009,99.29553986
1009.200012,99.18501282
1009.400024,99.167099
1009.599976,99.2261734
1009.799988,99.11226654
1010,99.1822052
1010.200012,99.17738342
1010.400024,99.20000458
1010.599976,99.23480988
1010.799988,99.08203125
1011,99.12889099
1011.200012,99.14007568
1011.400024,99.228508
1011.599976,99.22970581
1011.799988,99.30685425
1012,99.29050446
1012.200012,99.30181885
1012.400024,99.24556732
1012.599976,99.34992218
1012.799988,99.33956146
1013,99.37530518
1013.200012,99.31745148
1013.400024,99.43824768
1013.599976,99.39407349
1013.799988,99.41664124
1014,99.44857788
1014.200012,99.52300262
1014.400024,99.5171051
1014.599976,99.51980591
1014.799988,99.6036911
1015,99.57491302
1015.200012,99.62688446
1015.400024,99.63574219
1015.599976,99.61969757
1015.799988,99.67248535
1016,99.68080902
1016.200012,99.74752808
1016.400024,99.6725235
1016.599976,99.72887421
1016.799988,99.75979614
1017,99.70189667
1017.200012,99.76707458
1017.400024,99.88040924
1017.599976,99.88426971
1017.799988,99.88668823
1018,99.91830444
1018.200012,99.90061188
1018.400024,99.8853302
1018.599976,99.88642883
1018.799988,99.943367
1019,99.91317749
1019.200012,99.82726288
1019.400024,99.86943817
1019.599976,99.75442505
1019.799988,99.74020386
1020,99.8127594
1020.200012,99.80362701
1020.400024,99.69137573
1020.599976,99.7029953
1020.799988,99.65068817
1021,99.6375351
1021.200012,99.59303284
1021.400024,99.47296143
1021.599976,99.45362091
1021.799988,99.35135651
1022,99.4345932
1022.200012,99.40107727
1022.400024,99.27902985
1022.599976,99.29563904
1022.799988,99.18086243
1023,99.120224
1023.200012,99.19931793
1023.400024,99.141922
1023.599976,99.04743195
1023.799988,98.96489716
1024,99.03460693
1024.199951,98.95277405
1024.400024,99.03320313
1024.599976,98.90876007
1024.800049,98.9908371
1025,98.95751953
1025.199951,98.92234039
1025.400024,98.9262619
1025.599976,98.97306824
1025.800049,98.8659668
1026,98.98809814
1026.199951,98.91838074
1026.400024,98.88587189
1026.599976,98.94114685
1026.800049,98.9382019
1027,98.9305191
1027.199951,98.94847107
1027.400024,98.95278168
1027.599976,99.07458496
1027.800049,99.11169434
1028,99.02728271
1028.199951,99.17214203
1028.400024,99.13716888
1028.599976,99.12906647
1028.800049,99.13652802
1029,99.1685257
1029.199951,99.14772034
1029.400024,99.23965454
1029.599976,99.32154083
1029.800049,99.32511902
1030,99.31248474
1030.199951,99.42301178
1030.400024,99.41609192
1030.599976,99.41184998
1030.800049,99.42467499
1031,99.44368744
1031.199951,99.50769806
1031.400024,99.48301697
1031.599976,99.60347748
1031.800049,99.53362274
1032,99.62359619
1032.199951,99.69064331
1032.400024,99.64355469
1032.599976,99.58628082
1032.800049,99.56884766
1033,99.67513275
1033.199951,99.64099884
1033.400024,99.72042084
1033.599976,99.60858154
1033.800049,99.66166687
1034,99.69581604
1034.199951,99.74740601
1034.400024,99.69068146
1034.599976,99.6789093
1034.800049,99.67498779
1035,99.66265869
1035.199951,99.63930511
1035.400024,99.64421082
1035.599976,99.55484772
1035.800049,99.6787262
1036,99.5665741
1036.199951,99.55872345
1036.400024,99.49520874
1036.599976,99.5045929
1036.800049,99.58418274
1037,99.56011963
1037.199951,99.44437408
1037.400024,99.5368576
1037.599976,99.44895172
1037.800049,99.48830414
1038,99.47019196
1038.199951,99.36397552
1038.400024,99.36276245
1038.599976,99.38491821
1038.800049,99.46421051
1039,99.37899017
1039.199951,99.30708313
1039.400024,99.46006775
1039.599976,99.37020874
1039.800049,99.39084625
1040,99.35861969
1040.199951,99.4023819
1040.400024,99.35431671
1040.599976,99.47116852
1040.800049,99.32405853
1041,99.34703064
1041.199951,99.38839722
1041.400024,99.30954742
1041.599976,99.40337372
1041.800049,99.27053833
1042,99.22237396
1042.199951,99.34610748
1042.400024,99.35786438
1042.599976,99.36749268
1042.800049,99.3162384
1043,99.40618134
1043.199951,99.20995331
1043.400024,99.22989655
1043.599976,99.23088837
1043.800049,99.26795959
1044,99.26374817
1044.199951,99.18823242
1044.400024,99.17169189
1044.599976,99.21813965
1044.800049,99.02102661
1045,99.03772736
1045.199951,98.99716949
1045.400024,99.10817719
1045.599976,99.01016235
1045.800049,98.98400116
1046,99.00906372
1046.199951,98.99845886
1046.400024,99.07572937
1046.599976,99.04963684
1046.800049,99.04611969
1047,99.06100464
1047.199951,99.09056854
1047.400024,99.09729004
1047.599976,99.00445557
1047.800049,99.0242691
1048,98.9143219
1048.199951,99.06494141
1048.400024,98.92765045
1048.599976,98.85162354
1048.800049,98.80030823
1049,98.53578186
1049.199951,98.38150024
1049.400024,97.96629333
1049.599976,97.64147186
1049.800049,97.1598587
1050,96.62234497
1050.199951,95.89693451
1050.400024,94.88206482
1050.599976,93.84660339
1050.800049,92.71104431
1051,91.21813202
1051.199951,89.55145264
1051.400024,87.82426453
1051.599976,85.84601593
1051.800049,83.87303162
1052,81.1272583
1052.199951,78.50693512
1052.400024,75.63611603
1052.599976,73.00048828
1052.800049,69.74000549
1053,66.73513794
1053.199951,63.32450485
1053.400024,60.72064209
1053.599976,57.30799484
1053.800049,53.82493591
1054,50.86260986
1054.199951,48.03793716
1054.400024,45.51890182
1054.599976,42.46710968
1054.800049,40.08761978
1055,37.59350204
1055.199951,35.73009491
1055.400024,33.07012558
1055.599976,31.21537018
1055.800049,29.18386078
1056,27.62423706
1056.199951,25.96896553
1056.400024,24.31435013
1056.599976,22.92340851
1056.800049,21.63932419
1057,20.58470154
1057.199951,19.16610718
1057.400024,18.22602654
1057.599976,17.15279961
1057.800049,16.39821243
1058,15.40206528
1058.199951,14.63853455
1058.400024,13.80918503
1058.599976,13.23995399
1058.800049,12.49537277
1059,11.84887409
1059.199951,11.20258522
1059.400024,10.66698551
1059.599976,10.24962044
1059.800049,9.622578621
1060,9.254396439
1060.199951,8.833118439
1060.400024,8.535847664
1060.599976,8.041332245
1060.800049,7.729458809
1061,7.368168831
1061.199951,7.117396355
1061.400024,6.78371191
1061.599976,6.559252739
1061.800049,6.263313293
1062,6.089571953
1062.199951,5.850930691
1062.400024,5.832580566
1062.599976,5.830991268
1062.800049,5.534655094
1063,5.409727097
1063.199951,5.411149502
1063.400024,5.050418377
1063.599976,4.631453037
1063.800049,4.337308407
1064,3.942923546
1064.199951,3.618627787
1064.400024,3.29810977
1064.599976,3.037789583
1064.800049,2.787881613
1065,2.524219036
1065.199951,2.310282707
1065.400024,2.104067087
1065.599976,1.941468358
1065.800049,1.738925457
1066,1.587163687
1066.199951,1.433629394
1066.400024,1.322654128
1066.599976,1.191999555
1066.800049,1.082294345
1067,0.980279207
1067.199951,0.904485583
1067.400024,0.825296164
1067.599976,0.748658478
1067.800049,0.688803792
1068,0.630380869
1068.199951,0.586528599
1068.400024,0.532768428
1068.599976,0.493939221
1068.800049,0.453436196
1069,0.424753815
1069.199951,0.389534533
1069.400024,0.360574037
1069.599976,0.33319816
1069.800049,0.310912728
1070,0.288442046
1070.199951,0.267210126
1070.400024,0.249025568
1070.599976,0.233361706
1070.800049,0.219724208
1071,0.203273699
1071.199951,0.190758497
1071.400024,0.17767176
1071.599976,0.167589128
1071.800049,0.155993313
1072,0.146569714
1072.199951,0.137157559
1072.400024,0.130216062
1072.599976,0.122294515
1072.800049,0.114563562
1073,0.107826129
1073.199951,0.101940081
1073.400024,0.097118773
1073.599976,0.091035053
1073.800049,0.086628228
1074,0.081921667
1074.199951,0.078436367
1074.400024,0.07381776
1074.599976,0.070101909
1074.800049,0.066425048
1075,0.063459858
1075.199951,0.060439814
1075.400024,0.057304598
1075.599976,0.054560117
1075.800049,0.052254584
1076,0.049991481
1076.199951,0.047299273
1076.400024,0.045181569
1076.599976,0.043063737
1076.800049,0.041524962
1077,0.039456248
1077.199951,0.037945926
1077.400024,0.0361357
1077.599976,0.034698389
1077.800049,0.032938261
1078,0.031641919
1078.199951,0.030370073
1078.400024,0.029292269
1078.599976,0.028201275
1078.800049,0.026820006
1079,0.025834676
1079.199951,0.024884421
1079.400024,0.024251778
1079.599976,0.023317933
1079.800049,0.02245578
1080,0.021660024
1080.199951,0.020949662
1080.400024,0.020167297
1080.599976,0.019560695
1080.800049,0.018932499
1081,0.01841007
1081.199951,0.017918585
1081.400024,0.017184593
1081.599976,0.016613042
1081.800049,0.016066084
1082,0.015690206
1082.199951,0.015166231
1082.400024,0.014793821
1082.599976,0.014243665
1082.800049,0.01401633
1083,0.013407131
1083.199951,0.013242967
1083.400024,0.012755479
1083.599976,0.012451245
1083.800049,0.012319145
1084,0.011718459
1084.199951,0.011702246
1084.400024,0.011252268
1084.599976,0.01091776
1084.800049,0.010822578
1085,0.010517836
1085.199951,0.010309985
1085.400024,0.010236393
1085.599976,0.009976571
1085.800049,0.009812811
1086,0.009401727
1086.199951,0.009630621
1086.400024,0.009306261
1086.599976,0.009070196
1086.800049,0.00906546
1087,0.008873058
1087.199951,0.008797281
1087.400024,0.008816481
1087.599976,0.008671496
1087.800049,0.008528102
1088,0.00831156
1088.199951,0.008297756
1088.400024,0.008060221
1088.599976,0.007843114
1088.800049,0.007948888
1089,0.007773571
1089.199951,0.007615592
1089.400024,0.007578413
1089.599976,0.00748726
1089.800049,0.007250843
1090,0.007174318
1090.199951,0.007184083
1090.400024,0.007119256
1090.599976,0.006874557
1090.800049,0.006981662
1091,0.00674268
1091.199951,0.006699105
1091.400024,0.006689602
1091.599976,0.006690287
1091.800049,0.006383108
1092,0.006559778
1092.199951,0.006521033
1092.400024,0.006354075
1092.599976,0.00655031
1092.800049,0.006530139
1093,0.006377381
1093.199951,0.006321621
1093.400024,0.006362725
1093.599976,0.006330053
1093.800049,0.006344286
1094,0.006532399
1094.199951,0.006419996
1094.400024,0.006355456
1094.599976,0.006465738
1094.800049,0.006457239
1095,0.006349839
1095.199951,0.006429477
1095.400024,0.006294929
1095.599976,0.006530824
1095.800049,0.006295638
1096,0.006476125
1096.199951,0.006462556
1096.400024,0.006372556
1096.599976,0.006532837
1096.800049,0.006534527
1097,0.006572266
1097.199951,0.006640837
1097.400024,0.006488183
1097.599976,0.006745782
1097.800049,0.006726904
1098,0.006857052
1098.199951,0.006817452
1098.400024,0.006814829
1098.599976,0.006865431
1098.800049,0.006925146
1099,0.006998978
1099.199951,0.007168967
1099.400024,0.007051883
1099.599976,0.007129725
1099.800049,0.007409771
1100,0.00724702
1100.199951,0.007544016
1100.400024,0.007419159
1100.599976,0.007676592
1100.800049,0.007695564
1101,0.007875917
1101.199951,0.008064811
1101.400024,0.008122296
1101.599976,0.008435071
1101.800049,0.008425067
1102,0.008636256
1102.199951,0.00869338
1102.400024,0.008848413
1102.599976,0.00906978
1102.800049,0.00901129
1103,0.009611639
1103.199951,0.009660086
1103.400024,0.009852272
1103.599976,0.010126393
1103.800049,0.010302102
1104,0.010576773
1104.199951,0.010990832
1104.400024,0.011128731
1104.599976,0.011381845
1104.800049,0.011832396
1105,0.012110743
1105.199951,0.01240219
1105.400024,0.012739036
1105.599976,0.013147214
1105.800049,0.01354959
1106,0.013936207
1106.199951,0.014388225
1106.400024,0.014919396
1106.599976,0.015222413
1106.800049,0.015713956
1107,0.0162037
1107.199951,0.01697349
1107.400024,0.017380744
1107.599976,0.01792133
1107.800049,0.018676443
1108,0.01940004
1108.199951,0.02036112
1108.400024,0.021048393
1108.599976,0.022104699
1108.800049,0.022680271
1109,0.023933699
1109.199951,0.024795901
1109.400024,0.026169296
1109.599976,0.027170742
1109.800049,0.028764823
1110,0.030306892
1110.199951,0.031825237
1110.400024,0.033225007
1110.599976,0.035222512
1110.800049,0.037157536
1111,0.039248548
1111.199951,0.041386597
1111.400024,0.043454435
1111.599976,0.046204478
1111.800049,0.048472848
1112,0.051420525
1112.199951,0.053817838
1112.400024,0.057475142
1112.599976,0.060588535
1112.800049,0.064223379
1113,0.06754341
1113.199951,0.07114996
1113.400024,0.075220972
1113.599976,0.079431891
1113.800049,0.083454356
1114,0.087616876
1114.199951,0.093058616
1114.400024,0.097639903
1114.599976,0.103268229
1114.800049,0.108134866
1115,0.113963373
1115.199951,0.11985451
1115.400024,0.126596183
1115.599976,0.132113665
1115.800049,0.139393777
1116,0.146920309
1116.199951,0.153972074
1116.400024,0.161524296
1116.599976,0.168371067
1116.800049,0.177794218
1117,0.18533726
1117.199951,0.19463554
1117.400024,0.201454997
1117.599976,0.211981311
1117.800049,0.220957324
1118,0.231165528
1118.199951,0.239384458
1118.400024,0.250159591
1118.599976,0.260185778
1118.800049,0.270296782
1119,0.279082686
1119.199951,0.288423419
1119.400024,0.300181359
1119.599976,0.309173435
1119.800049,0.320329219
1120,0.329087526
1120.199951,0.341214091
1120.400024,0.350531668
1120.599976,0.362292737
1120.800049,0.371317476
1121,0.384096205
1121.199951,0.396030992
1121.400024,0.4071123
1121.599976,0.418513417
1121.800049,0.429566562
1122,0.443479687
1122.199951,0.454367101
1122.400024,0.467269778
1122.599976,0.478608847
1122.800049,0.493633091
1123,0.506344974
1123.199951,0.520180464
1123.400024,0.531818748
1123.599976,0.545613468
1123.800049,0.558830917
1124,0.572454929
1124.199951,0.583938301
1124.400024,0.596006095
1124.599976,0.610274375
1124.800049,0.621101975
1125,0.63278985
1125.199951,0.641353309
1125.400024,0.654116213
1125.599976,0.663187563
1125.800049,0.673652232
1126,0.680839539
1126.199951,0.690623403
1126.400024,0.6994012
1126.599976,0.707044482
1126.800049,0.714042127
1127,0.720451653
1127.199951,0.729109228
1127.400024,0.735870719
1127.599976,0.74274987
1127.800049,0.748332858
1128,0.756335557
1128.199951,0.76300633
1128.400024,0.771213591
1128.599976,0.778875709
1128.800049,0.788058698
1129,0.79705286
1129.199951,0.80796665
1129.400024,0.816868424
1129.599976,0.828406692
1129.800049,0.842287123
1130,0.854479075
1130.199951,0.868720949
1130.400024,0.882766306
1130.599976,0.901182354
1130.800049,0.917526603
1131,0.937278211
1131.199951,0.954726458
1131.400024,0.980199993
1131.599976,1.003746748
1131.800049,1.029639363
1132,1.053076506
1132.199951,1.079724312
1132.400024,1.110887766
1132.599976,1.13973701
1132.800049,1.171241879
1133,1.19910562
1133.199951,1.239593625
1133.400024,1.275607347
1133.599976,1.315490484
1133.800049,1.348425031
1134,1.391079426
1134.199951,1.431215405
1134.400024,1.476922631
1134.599976,1.513507366
1134.800049,1.560296535
1135,1.608729124
1135.199951,1.6513381
1135.400024,1.697999239
1135.599976,1.735597849
1135.800049,1.786350608
1136,1.825953126
1136.199951,1.872226954
1136.400024,1.906934977
1136.599976,1.955713511
1136.800049,1.995633006
1137,2.038772345
1137.199951,2.07035017
1137.400024,2.10650444
1137.599976,2.142930269
1137.800049,2.17173028
1138,2.199452877
1138.199951,2.227076292
1138.400024,2.258414507
1138.599976,2.28152895
1138.800049,2.308885336
1139,2.328821182
1139.199951,2.353526354
1139.400024,2.374945402
1139.599976,2.396922588
1139.800049,2.413995504
1140,2.434632301
1140.199951,2.456315994
1140.400024,2.474653244
1140.599976,2.489025831
1140.800049,2.507977486
1141,2.526814222
1141.199951,2.543821335
1141.400024,2.558408737
1141.599976,2.570284843
1141.800049,2.5874753
1142,2.598570585
1142.199951,2.608673334
1142.400024,2.616119862
1142.599976,2.624907255
1142.800049,2.628493547
1143,2.629749537
1143.199951,2.627087116
1143.400024,2.621609926
1143.599976,2.614810944
1143.800049,2.605157137
1144,2.591084242
1144.199951,2.579503298
1144.400024,2.558977127
1144.599976,2.540848017
1144.800049,2.517065287
1145,2.499039173
1145.199951,2.471687317
1145.400024,2.446463108
1145.599976,2.42138958
1145.800049,2.398369551
1146,2.376579523
1146.199951,2.351434708
1146.400024,2.329308033
1146.599976,2.309764385
1146.800049,2.294757843
1147,2.274148464
1147.199951,2.259806871
1147.400024,2.242463589
1147.599976,2.231241465
1147.800049,2.218249083
1148,2.20701766
1148.199951,2.195099831
1148.400024,2.190943241
1148.599976,2.182914972
1148.800049,2.175378323
1149,2.16638875
1149.199951,2.161672115
1149.400024,2.155599594
1149.599976,2.148928642
1149.800049,2.144611835
1150,2.147479773
