Wavelength (nm),g
976.5999756,0.006818654
976.7999878,0.006785076
977,0.006883462
977.2000122,0.006906144
977.4000244,0.007041664
977.5999756,0.006899569
977.7999878,0.006950084
978,0.006854458
978.2000122,0.006867899
978.4000244,0.006787575
978.5999756,0.006919811
978.7999878,0.006851474
979,0.007003475
979.2000122,0.00686698
979.4000244,0.006838145
979.5999756,0.00677132
979.7999878,0.006886925
980,0.006779397
980.2000122,0.006673458
980.4000244,0.006577778
980.5999756,0.006839869
980.7999878,0.006680316
981,0.006671194
981.2000122,0.00676708
981.4000244,0.006704058
981.5999756,0.00660569
981.7999878,0.00653403
982,0.00647715
982.2000122,0.006525736
982.4000244,0.006461854
982.5999756,0.006257522
982.7999878,0.00643096
983,0.006247829
983.2000122,0.006261298
983.4000244,0.006413419
983.5999756,0.006151844
983.7999878,0.006308058
984,0.006180496
984.2000122,0.006012291
984.4000244,0.006163021
984.5999756,0.006027582
984.7999878,0.006042635
985,0.005830735
985.2000122,0.005953738
985.4000244,0.005756192
985.5999756,0.005723022
985.7999878,0.005683315
986,0.005466837
986.2000122,0.005477016
986.4000244,0.005597089
986.5999756,0.005365499
986.7999878,0.005378371
987,0.005362357
987.2000122,0.005338191
987.4000244,0.005198909
987.5999756,0.005121906
987.7999878,0.005117422
988,0.004868134
988.2000122,0.004874517
988.4000244,0.004686504
988.5999756,0.004875514
988.7999878,0.00476767
989,0.004686125
989.2000122,0.004572514
989.4000244,0.004557291
989.5999756,0.004598587
989.7999878,0.004468056
990,0.004496307
990.2000122,0.004294053
990.4000244,0.004256142
990.5999756,0.004246588
990.7999878,0.004226222
991,0.004112021
991.2000122,0.004274565
991.4000244,0.003985604
991.5999756,0.00401059
991.7999878,0.00404096
992,0.004015009
992.2000122,0.003846905
992.4000244,0.004071929
992.5999756,0.003819164
992.7999878,0.003772336
993,0.003714819
993.2000122,0.003884192
993.4000244,0.003800004
993.5999756,0.003868957
993.7999878,0.003827145
994,0.003815587
994.2000122,0.003615311
994.4000244,0.003798696
994.5999756,0.003727273
994.7999878,0.00360734
995,0.003783977
995.2000122,0.003791527
995.4000244,0.003723988
995.5999756,0.00364315
995.7999878,0.003761739
996,0.003742225
996.2000122,0.003811934
996.4000244,0.003824359
996.5999756,0.003794333
996.7999878,0.003818623
997,0.003932342
997.2000122,0.004011265
997.4000244,0.004024145
997.5999756,0.004164146
997.7999878,0.004196755
998,0.004457685
998.2000122,0.004363329
998.4000244,0.004645382
998.5999756,0.004728812
998.7999878,0.004748785
999,0.005049609
999.2000122,0.005188141
999.4000244,0.005417702
999.5999756,0.005685747
999.7999878,0.005819483
1000,0.006017823
1000.200012,0.00657351
1000.400024,0.006847438
1000.599976,0.006958344
1000.799988,0.006982585
1001,0.007536556
1001.200012,0.007872178
1001.400024,0.008187058
1001.599976,0.008549143
1001.799988,0.008847281
1002,0.009369353
1002.200012,0.009679937
1002.400024,0.010007934
1002.599976,0.010349723
1002.799988,0.010816029
1003,0.011261424
1003.200012,0.011732591
1003.400024,0.011808028
1003.599976,0.012591535
1003.799988,0.012806876
1004,0.013362239
1004.200012,0.013552728
1004.400024,0.014156492
1004.599976,0.014521073
1004.799988,0.014955123
1005,0.01540394
1005.200012,0.015808158
1005.400024,0.016339822
1005.599976,0.016740253
1005.799988,0.017195756
1006,0.017412068
1006.200012,0.018096041
1006.400024,0.018382901
1006.599976,0.01901125
1006.799988,0.019537078
1007,0.019857582
1007.200012,0.020193489
1007.400024,0.020927876
1007.599976,0.021482887
1007.799988,0.021873744
1008,0.022474058
1008.200012,0.022729738
1008.400024,0.023223417
1008.599976,0.023739543
1008.799988,0.024337169
1009,0.024915684
1009.200012,0.025368011
1009.400024,0.025822019
1009.599976,0.026250441
1009.799988,0.026662296
1010,0.027136587
1010.200012,0.027427506
1010.400024,0.02814832
1010.599976,0.02872411
1010.799988,0.02917782
1011,0.029546225
1011.200012,0.029915897
1011.400024,0.030296281
1011.599976,0.030675484
1011.799988,0.031250555
1012,0.031564754
1012.200012,0.03208692
1012.400024,0.032375999
1012.599976,0.033018865
1012.799988,0.033173084
1013,0.033479288
1013.200012,0.033835266
1013.400024,0.034042351
1013.599976,0.034328636
1013.799988,0.034493774
1014,0.034735296
1014.200012,0.034916926
1014.400024,0.035039529
1014.599976,0.035317346
1014.799988,0.035057694
1015,0.035309818
1015.200012,0.03528472
1015.400024,0.035139631
1015.599976,0.034982849
1015.799988,0.035100937
1016,0.034854595
1016.200012,0.034997661
1016.400024,0.034727186
1016.599976,0.034657232
1016.799988,0.034466267
1017,0.034372773
1017.200012,0.034240644
1017.400024,0.034012657
1017.599976,0.033880681
1017.799988,0.033986121
1018,0.033810809
1018.200012,0.033707112
1018.400024,0.033440441
1018.599976,0.033622801
1018.799988,0.033285838
1019,0.033150766
1019.200012,0.033059001
1019.400024,0.032969791
1019.599976,0.03276746
1019.799988,0.032537095
1020,0.032348797
1020.200012,0.032260776
1020.400024,0.032009885
1020.599976,0.031808205
1020.799988,0.031594727
1021,0.031167135
1021.200012,0.031228067
1021.400024,0.030799665
1021.599976,0.030548556
1021.799988,0.030185718
1022,0.029722199
1022.200012,0.029367229
1022.400024,0.02902519
1022.599976,0.028614989
1022.799988,0.028283242
1023,0.02802315
1023.200012,0.027452387
1023.400024,0.027137617
1023.599976,0.0267944
1023.799988,0.026297415
1024,0.026111186
1024.199951,0.025707647
1024.400024,0.025249716
1024.599976,0.02495724
1024.800049,0.024536848
1025,0.024316626
1025.199951,0.02377096
1025.400024,0.023779057
1025.599976,0.023345316
1025.800049,0.023158399
1026,0.022703305
1026.199951,0.022464214
1026.400024,0.02229856
1026.599976,0.021861898
1026.800049,0.02147443
1027,0.021509459
1027.199951,0.021176768
1027.400024,0.020833649
1027.599976,0.020749407
1027.800049,0.020611187
1028,0.020362513
1028.199951,0.020221114
1028.400024,0.020020776
1028.599976,0.019714551
1028.800049,0.019643925
1029,0.019502563
1029.199951,0.01937012
1029.400024,0.01930337
1029.599976,0.019236831
1029.800049,0.019095594
1030,0.01899514
1030.199951,0.018891687
1030.400024,0.018837426
1030.599976,0.018765973
1030.800049,0.018666448
1031,0.018501796
1031.199951,0.018517146
1031.400024,0.018426599
1031.599976,0.018201126
1031.800049,0.018376762
1032,0.01827375
1032.199951,0.018273786
1032.400024,0.018145068
1032.599976,0.018159326
1032.800049,0.018250057
1033,0.018061262
1033.199951,0.018058771
1033.400024,0.018174281
1033.599976,0.018041102
1033.800049,0.018177032
1034,0.018030096
1034.199951,0.018032564
1034.400024,0.01834281
1034.599976,0.018328279
1034.800049,0.018342195
1035,0.018623894
1035.199951,0.018691957
1035.400024,0.018656325
1035.599976,0.018829044
1035.800049,0.018929046
1036,0.01905326
1036.199951,0.019322952
1036.400024,0.019477833
1036.599976,0.019623045
1036.800049,0.019964643
1037,0.020145336
1037.199951,0.020366978
1037.400024,0.020575562
1037.599976,0.020842385
1037.800049,0.021286057
1038,0.021564269
1038.199951,0.021863997
1038.400024,0.022186944
1038.599976,0.022551691
1038.800049,0.022942688
1039,0.023422638
1039.199951,0.023714285
1039.400024,0.024442153
1039.599976,0.024732525
1039.800049,0.025381317
1040,0.026068162
1040.199951,0.02650911
1040.400024,0.027002715
1040.599976,0.027385836
1040.800049,0.027994791
1041,0.028804395
1041.199951,0.029420771
1041.400024,0.029900458
1041.599976,0.030645754
1041.800049,0.031431757
1042,0.032011148
1042.199951,0.032691948
1042.400024,0.033419758
1042.599976,0.03416273
1042.800049,0.034874264
1043,0.035668679
1043.199951,0.036337588
1043.400024,0.037058398
1043.599976,0.03794105
1043.800049,0.03881216
1044,0.039344247
1044.199951,0.040140998
1044.400024,0.040839702
1044.599976,0.041859053
1044.800049,0.042524412
1045,0.043438353
1045.199951,0.044505753
1045.400024,0.045088783
1045.599976,0.045911543
1045.800049,0.04676754
1046,0.047739584
1046.199951,0.048402756
1046.400024,0.049535565
1046.599976,0.050071806
1046.800049,0.050980173
1047,0.051731214
1047.199951,0.052634731
1047.400024,0.053291228
1047.599976,0.054012634
1047.800049,0.054652937
1048,0.055376016
1048.199951,0.056095667
1048.400024,0.056635112
1048.599976,0.057324138
1048.800049,0.057825267
1049,0.05818864
1049.199951,0.058400754
1049.400024,0.059087522
1049.599976,0.059526488
1049.800049,0.059860419
1050,0.059985336
1050.199951,0.060356479
1050.400024,0.060548004
1050.599976,0.060962752
1050.800049,0.060934581
1051,0.061158855
1051.199951,0.061258651
1051.400024,0.061327744
1051.599976,0.061229762
1051.800049,0.061235599
1052,0.06135913
1052.199951,0.061179116
1052.400024,0.060947176
1052.599976,0.060903076
1052.800049,0.06086731
1053,0.060846888
1053.199951,0.060270879
1053.400024,0.060261391
1053.599976,0.060056515
1053.800049,0.059778709
1054,0.059552923
1054.199951,0.059117861
1054.400024,0.058894597
1054.599976,0.058654986
1054.800049,0.058438692
1055,0.058050781
1055.199951,0.057814114
1055.400024,0.057572972
1055.599976,0.057219468
1055.800049,0.057008445
1056,0.056716032
1056.199951,0.056488276
1056.400024,0.056225985
1056.599976,0.056092858
1056.800049,0.055770278
1057,0.055685349
1057.199951,0.055289775
1057.400024,0.054948252
1057.599976,0.05484058
1057.800049,0.054723538
1058,0.054121692
1058.199951,0.053998183
1058.400024,0.053705212
1058.599976,0.053446531
1058.800049,0.053091038
1059,0.052673876
1059.199951,0.052270416
1059.400024,0.052048367
1059.599976,0.051696062
1059.800049,0.051128365
1060,0.050963927
1060.199951,0.050711289
1060.400024,0.0505266
1060.599976,0.050198928
1060.800049,0.049829889
1061,0.049633585
1061.199951,0.049536005
1061.400024,0.049183704
1061.599976,0.049336463
1061.800049,0.049093448
1062,0.049138129
1062.199951,0.049201254
1062.400024,0.049178798
1062.599976,0.049186971
1062.800049,0.049199671
1063,0.049455702
1063.199951,0.049375959
1063.400024,0.049490552
1063.599976,0.049665116
1063.800049,0.049799368
1064,0.050043374
1064.199951,0.049937934
1064.400024,0.049966522
1064.599976,0.050080452
1064.800049,0.05007885
1065,0.05007644
1065.199951,0.050078459
1065.400024,0.049990084
1065.599976,0.050027169
1065.800049,0.04981751
1066,0.049610097
1066.199951,0.049475279
1066.400024,0.049482234
1066.599976,0.049511071
1066.800049,0.049317729
1067,0.049073268
1067.199951,0.049023844
1067.400024,0.048756581
1067.599976,0.04869204
1067.800049,0.048738126
1068,0.048257891
1068.199951,0.048417989
1068.400024,0.048159976
1068.599976,0.048069581
1068.800049,0.047862753
1069,0.047842816
1069.199951,0.047668092
1069.400024,0.047635671
1069.599976,0.047366649
1069.800049,0.047366999
1070,0.047230393
1070.199951,0.047108918
1070.400024,0.046845499
1070.599976,0.046535913
1070.800049,0.046363719
1071,0.045939356
1071.199951,0.045788068
1071.400024,0.045515671
1071.599976,0.045197863
1071.800049,0.044821609
1072,0.04425877
1072.199951,0.043927252
1072.400024,0.043707304
1072.599976,0.04332713
1072.800049,0.042849787
1073,0.042483322
1073.199951,0.041990094
1073.400024,0.041739788
1073.599976,0.041111376
1073.800049,0.040843826
1074,0.040364709
1074.199951,0.039965644
1074.400024,0.039387796
1074.599976,0.03890473
1074.800049,0.038439475
1075,0.038180564
1075.199951,0.037635818
1075.400024,0.037226744
1075.599976,0.036732949
1075.800049,0.03641928
1076,0.035945151
1076.199951,0.035266858
1076.400024,0.03479737
1076.599976,0.034203589
1076.800049,0.033730343
1077,0.033382591
1077.199951,0.03277462
1077.400024,0.032432195
1077.599976,0.031907536
1077.800049,0.031309947
1078,0.030843183
1078.199951,0.030490279
1078.400024,0.029989928
1078.599976,0.029687122
1078.800049,0.02927692
1079,0.028992368
1079.199951,0.028565988
1079.400024,0.028308554
1079.599976,0.027996151
1079.800049,0.027729725
1080,0.027351143
1080.199951,0.027090607
1080.400024,0.026803087
1080.599976,0.026574751
1080.800049,0.026554292
1081,0.026324401
1081.199951,0.026173154
1081.400024,0.02606475
1081.599976,0.025858348
1081.800049,0.025838684
1082,0.025561484
1082.199951,0.025431026
1082.400024,0.025355723
1082.599976,0.025195494
1082.800049,0.025400948
1083,0.025247401
1083.199951,0.025378909
1083.400024,0.025293071
1083.599976,0.025288459
1083.800049,0.025522051
1084,0.025354899
1084.199951,0.025694516
1084.400024,0.025760781
1084.599976,0.025780447
1084.800049,0.026161456
1085,0.026228238
1085.199951,0.026644083
1085.400024,0.026854852
1085.599976,0.027139613
1085.800049,0.027658185
1086,0.02766351
1086.199951,0.028353227
1086.400024,0.028741317
1086.599976,0.02920478
1086.800049,0.029576492
1087,0.030023083
1087.199951,0.030367365
1087.400024,0.031160491
1087.599976,0.031270254
1087.800049,0.032013543
1088,0.032278758
1088.199951,0.032931127
1088.400024,0.033372652
1088.599976,0.033750318
1088.800049,0.033960644
1089,0.034472741
1089.199951,0.034859739
1089.400024,0.035155825
1089.599976,0.035792015
1089.800049,0.035965163
1090,0.036453437
1090.199951,0.0368836
1090.400024,0.03730249
1090.599976,0.03747987
1090.800049,0.03807985
1091,0.038273048
1091.199951,0.038771804
1091.400024,0.039197966
1091.599976,0.039641239
1091.800049,0.040101647
1092,0.040642712
1092.199951,0.041003812
1092.400024,0.041436918
1092.599976,0.041989908
1092.800049,0.042546429
1093,0.042900316
1093.199951,0.04325382
1093.400024,0.044047851
1093.599976,0.044484004
1093.800049,0.045015946
1094,0.045513794
1094.199951,0.045909438
1094.400024,0.046275735
1094.599976,0.046764333
1094.800049,0.047211759
1095,0.04729335
1095.199951,0.04779765
1095.400024,0.047891289
1095.599976,0.048474919
1095.800049,0.048359331
1096,0.048692249
1096.199951,0.048777312
1096.400024,0.048790656
1096.599976,0.049161345
1096.800049,0.049302705
1097,0.049349055
1097.199951,0.049400691
1097.400024,0.049392518
1097.599976,0.049439278
1097.800049,0.049558993
1098,0.049605507
1098.199951,0.049452595
1098.400024,0.049581014
1098.599976,0.049432158
1098.800049,0.049278494
1099,0.049210444
1099.199951,0.049333677
1099.400024,0.049161278
1099.599976,0.049056608
1099.800049,0.049086463
1100,0.048666291
1100.199951,0.048825063
1100.400024,0.04858147
1100.599976,0.048465591
1100.800049,0.048252482
1101,0.048081461
1101.199951,0.047887731
1101.400024,0.047721453
1101.599976,0.047575224
1101.800049,0.047353022
1102,0.047204308
1102.199951,0.04693456
1102.400024,0.046479356
1102.599976,0.046572547
1102.800049,0.046143848
1103,0.046088539
1103.199951,0.045784347
1103.400024,0.045494389
1103.599976,0.045410004
1103.800049,0.045098305
1104,0.044684399
1104.199951,0.04464278
1104.400024,0.044437114
1104.599976,0.04402034
1104.800049,0.044032194
1105,0.043661442
1105.199951,0.043564823
1105.400024,0.043224331
1105.599976,0.04292091
1105.800049,0.042928081
1106,0.042588633
1106.199951,0.042497862
1106.400024,0.042270217
1106.599976,0.042111207
1106.800049,0.041740194
1107,0.041732706
1107.199951,0.041646078
1107.400024,0.041486502
1107.599976,0.04134012
1107.800049,0.041455518
1108,0.041387327
1108.199951,0.041352652
1108.400024,0.041257106
1108.599976,0.04158425
1108.800049,0.041456953
1109,0.04163314
1109.199951,0.041908629
1109.400024,0.042211197
1109.599976,0.042421535
1109.800049,0.042598024
1110,0.043012302
1110.199951,0.043518189
1110.400024,0.043877859
1110.599976,0.044279967
1110.800049,0.044557396
1111,0.04516124
1111.199951,0.045673825
1111.400024,0.046193965
1111.599976,0.04678452
1111.800049,0.047136266
1112,0.047924463
1112.199951,0.048431836
1112.400024,0.04917651
1112.599976,0.049723655
1112.800049,0.050474238
1113,0.051119521
1113.199951,0.051566355
1113.400024,0.052454095
1113.599976,0.053056031
1113.800049,0.053890888
1114,0.054691471
1114.199951,0.055481207
1114.400024,0.056333561
1114.599976,0.057575606
1114.800049,0.058453657
1115,0.059622329
1115.199951,0.060865708
1115.400024,0.062357865
1115.599976,0.063415498
1115.800049,0.064879537
1116,0.066711046
1116.199951,0.068154551
1116.400024,0.070118979
1116.599976,0.071570426
1116.800049,0.073887713
1117,0.075572744
1117.199951,0.078014486
1117.400024,0.079509765
1117.599976,0.082169019
1117.800049,0.084719345
1118,0.087190382
1118.199951,0.089361161
1118.400024,0.092627652
1118.599976,0.095156163
1118.800049,0.097934783
1119,0.100592777
1119.199951,0.103325188
1119.400024,0.107087113
1119.599976,0.109807111
1119.800049,0.113228589
1120,0.116066694
1120.199951,0.120123617
1120.400024,0.123104222
1120.599976,0.127045363
1120.800049,0.130282059
1121,0.135129124
1121.199951,0.13969034
1121.400024,0.143952474
1121.599976,0.148323461
1121.800049,0.152700916
1122,0.158405066
1122.199951,0.163223282
1122.400024,0.168839693
1122.599976,0.173994839
1122.800049,0.180931151
1123,0.186924279
1123.199951,0.193572298
1123.400024,0.199407429
1123.599976,0.206366956
1123.800049,0.21355623
1124,0.22108388
1124.199951,0.227835819
1124.400024,0.234868005
1124.599976,0.24360314
1124.800049,0.250392795
1125,0.258059025
1125.199951,0.264363229
1125.400024,0.273339778
1125.599976,0.280378789
1125.800049,0.288635224
1126,0.294983625
1126.199951,0.303562701
1126.400024,0.311536342
1126.599976,0.318989754
1126.800049,0.326292574
1127,0.333006322
1127.199951,0.341773301
1127.400024,0.348747253
1127.599976,0.356105357
1127.800049,0.362438858
1128,0.371414334
1128.199951,0.378714323
1128.400024,0.387178063
1128.599976,0.394808888
1128.800049,0.403656542
1129,0.412014872
1129.199951,0.421079069
1129.400024,0.428756475
1129.599976,0.437982529
1129.800049,0.448570907
1130,0.45749411
1130.199951,0.467390418
1130.400024,0.476304829
1130.599976,0.488288939
1130.800049,0.498018146
1131,0.510164559
1131.199951,0.520460188
1131.400024,0.534832776
1131.599976,0.547945142
1131.800049,0.561939299
1132,0.574732781
1132.199951,0.588799596
1132.400024,0.605051696
1132.599976,0.620216548
1132.800049,0.63672328
1133,0.651523531
1133.199951,0.672734082
1133.400024,0.691246271
1133.599976,0.711985409
1133.800049,0.7291646
1134,0.751800001
1134.199951,0.773293078
1134.400024,0.798588812
1134.599976,0.818859816
1134.800049,0.84568423
1135,0.873490334
1135.199951,0.898662329
1135.400024,0.927528381
1135.599976,0.95129025
1135.800049,0.983988285
1136,1.010888219
1136.199951,1.04319787
1136.400024,1.067887664
1136.599976,1.105186224
1136.800049,1.136913657
1137,1.17324245
1137.199951,1.201866508
1137.400024,1.236936212
1137.599976,1.274579525
1137.800049,1.306514502
1138,1.340957403
1138.199951,1.374836802
1138.400024,1.41869545
1138.599976,1.453845501
1138.800049,1.498609781
1139,1.53312254
1139.199951,1.579915881
1139.400024,1.622525096
1139.599976,1.67342186
1139.800049,1.713048458
1140,1.766571164
1140.199951,1.823912024
1140.400024,1.881809115
1140.599976,1.935539603
1140.800049,1.992392182
1141,2.062245607
1141.199951,2.124441147
1141.400024,2.193532228
1141.599976,2.253847599
1141.800049,2.344943523
1142,2.420595169
1142.199951,2.50477457
1142.400024,2.577804327
1142.599976,2.671882868
1142.800049,2.759617805
1143,2.849578381
1143.199951,2.930353165
1143.400024,3.018896818
1143.599976,3.131660461
1143.800049,3.217942715
1144,3.316204548
1144.199951,3.401023626
1144.400024,3.506033421
1144.599976,3.601531744
1144.800049,3.703866243
1145,3.794781446
1145.199951,3.907293558
1145.400024,4.022561073
1145.599976,4.125619888
1145.800049,4.238369465
1146,4.340954304
1146.199951,4.48225832
1146.400024,4.592758179
1146.599976,4.727765083
1146.800049,4.845870018
1147,5.013074875
1147.199951,5.163743019
1147.400024,5.33110857
1147.599976,5.485891342
1147.800049,5.652852058
1148,5.837612629
1148.199951,6.030099869
1148.400024,6.215632915
1148.599976,6.414548397
1148.800049,6.676766396
1149,6.888388157
1149.199951,7.142004967
1149.400024,7.345205307
1149.599976,7.634559155
1149.800049,7.882331848
1150,8.11229229
