Wavelength (nm),z
489.2799988,-0.028350551
489.1000061,-0.028931256
488.9199829,-0.028838612
488.7399902,-0.028473435
488.5599976,-0.028496744
488.3800049,-0.028512277
488.1999817,-0.028809117
488.019989,-0.028760176
487.8399963,-0.02875209
487.6600037,-0.028398307
487.480011,-0.028776366
487.2999878,-0.028869327
487.1199951,-0.028195383
486.9400024,-0.028503522
486.7600098,-0.028450465
486.5799866,-0.029226614
486.3999939,-0.028547095
486.2200012,-0.028691011
486.0400085,-0.028508715
485.8599854,-0.028423499
485.6799927,-0.028283097
485.5,-0.028741578
485.3200073,-0.028520353
485.1399841,-0.02863121
484.9599915,-0.028884184
484.7799988,-0.028661828
484.6000061,-0.028500639
484.4199829,-0.028762763
484.2399902,-0.028663293
484.0599976,-0.028542001
483.8800049,-0.02869493
483.6999817,-0.028533168
483.519989,-0.029021312
483.3399963,-0.028860688
483.1600037,-0.028666208
482.980011,-0.028806837
482.7999878,-0.028388895
482.6199951,-0.028677709
482.4400024,-0.028693138
482.2600098,-0.0290858
482.0799866,-0.028414853
481.8999939,-0.029054346
481.7200012,-0.028591108
481.5400085,-0.028865965
481.3599854,-0.028854039
481.1799927,-0.028568512
481,-0.028565003
480.8200073,-0.028654706
480.6399841,-0.028882472
480.4599915,-0.028513003
480.2799988,-0.028561899
480.1000061,-0.028734831
479.9199829,-0.029149916
479.7399902,-0.028882278
479.5599976,-0.028658608
479.3800049,-0.028585596
479.1999817,-0.028507886
479.019989,-0.0285552
478.8399963,-0.028444303
478.6600037,-0.028748455
478.480011,-0.02840998
478.2999878,-0.028600434
478.1199951,-0.0283486
477.9400024,-0.028852766
477.7600098,-0.028633496
477.5799866,-0.02857681
477.3999939,-0.028657215
477.2200012,-0.028508374
477.0400085,-0.02849965
476.8599854,-0.02851315
476.6799927,-0.028702239
476.5,-0.028765524
476.3200073,-0.02867448
476.1399841,-0.028911974
475.9599915,-0.028845524
475.7799988,-0.028847154
475.6000061,-0.02875961
475.4199829,-0.02848481
475.2399902,-0.028668329
475.0599976,-0.028928075
474.8800049,-0.028338863
474.6999817,-0.028785257
474.519989,-0.028390022
474.3399963,-0.028794378
474.1600037,-0.028937202
473.980011,-0.028720865
473.7999878,-0.028739052
473.6199951,-0.028665107
473.4400024,-0.028574072
473.2600098,-0.028101325
473.0799866,-0.028370885
472.8999939,-0.028103864
472.7200012,-0.028316086
472.5400085,-0.028074326
472.3599854,-0.027930267
472.1799927,-0.02796606
472,-0.027233565
471.8200073,-0.027580258
471.6399841,-0.026905714
471.4599915,-0.026839191
471.2799988,-0.026036596
471.1000061,-0.024888009
470.9199829,-0.02406962
470.7399902,-0.022952205
470.5599976,-0.02142367
470.3800049,-0.019936416
470.1999817,-0.018532332
470.019989,-0.017487425
469.8399963,-0.017721334
469.6600037,-0.018110709
469.480011,-0.020431198
469.2999878,-0.021104295
469.1199951,-0.022557288
468.9400024,-0.023621805
468.7600098,-0.02462694
468.5799866,-0.024874698
468.3999939,-0.02561317
468.2200012,-0.026080152
468.0400085,-0.02638495
467.8599854,-0.027205879
467.6799927,-0.026987921
467.5,-0.027064756
467.3200073,-0.027375016
467.1399841,-0.027895527
466.9599915,-0.028045258
466.7799988,-0.028277649
466.6000061,-0.027706172
466.4199829,-0.027749691
466.2399902,-0.02814435
466.0599976,-0.028386701
465.8800049,-0.027980641
465.6999817,-0.0279637
465.519989,-0.028416587
465.3399963,-0.02845262
465.1600037,-0.028344972
464.9799805,-0.028089138
464.7999878,-0.028443892
464.6199951,-0.028250718
464.4400024,-0.028889921
464.2600098,-0.028516721
464.0799866,-0.028557176
463.8999939,-0.028621608
463.7200012,-0.028596828
463.5400085,-0.028793802
463.3599854,-0.028881595
463.1799927,-0.028493308
463,-0.02846273
462.8200073,-0.028484749
462.6399841,-0.028905883
462.4599915,-0.028345268
462.2799988,-0.028427213
462.1000061,-0.028339989
461.9199829,-0.028534332
461.7399902,-0.029017746
461.5599976,-0.028996367
461.3800049,-0.029053178
461.1999817,-0.028627463
461.019989,-0.028941896
460.8399963,-0.028719105
460.6600037,-0.028571265
460.4799805,-0.028553154
460.2999878,-0.028653245
460.1199951,-0.028408753
459.9400024,-0.028787483
459.7600098,-0.028435854
459.5799866,-0.028574659
459.3999939,-0.02870019
459.2200012,-0.028276373
459.0400085,-0.02865807
458.8599854,-0.028644891
458.6799927,-0.028900633
458.5,-0.028746054
458.3200073,-0.028244689
458.1399841,-0.028709736
457.9599915,-0.028376205
457.7799988,-0.028408494
457.6000061,-0.028651854
457.4199829,-0.028543111
457.2399902,-0.028393362
457.0599976,-0.02853323
456.8800049,-0.029027745
456.6999817,-0.028577214
456.519989,-0.02858912
456.3399963,-0.028368169
456.1600037,-0.028339526
455.9799805,-0.028295262
455.7999878,-0.028536407
455.6199951,-0.028076975
455.4400024,-0.028221795
455.2600098,-0.028187653
455.0799866,-0.028011426
454.8999939,-0.027922474
454.7200012,-0.028342824
454.5400085,-0.028274607
454.3599854,-0.028312709
454.1799927,-0.028001569
454,-0.027882112
453.8200073,-0.027792212
453.6399841,-0.028268475
453.4599915,-0.027757041
453.2799988,-0.028039752
453.1000061,-0.028025795
452.9199829,-0.027673645
452.7399902,-0.028103767
452.5599976,-0.027902434
452.3800049,-0.028066555
452.1999817,-0.027714835
452.019989,-0.028042618
451.8399963,-0.027641065
451.6600037,-0.027969018
451.4799805,-0.027850023
451.2999878,-0.028297642
451.1199951,-0.028292352
450.9400024,-0.028091727
450.7600098,-0.028195515
450.5799866,-0.028578615
450.3999939,-0.028629022
450.2200012,-0.02833296
450.0400085,-0.027921584
449.8599854,-0.028265297
449.6799927,-0.028500013
449.5,-0.028308772
449.3200073,-0.028360423
449.1399841,-0.02846884
448.9599915,-0.028246321
448.7799988,-0.028047081
448.6000061,-0.028615896
448.4199829,-0.028561398
448.2399902,-0.02878562
448.0599976,-0.028436165
447.8800049,-0.028382128
447.6999817,-0.028322695
447.519989,-0.02842414
447.3399963,-0.028563498
447.1600037,-0.028245052
446.9799805,-0.028504431
446.7999878,-0.028234746
446.6199951,-0.028264873
446.4400024,-0.029013895
446.2600098,-0.028249068
446.0799866,-0.028453225
445.8999939,-0.02841411
445.7200012,-0.028609442
445.5400085,-0.02804951
445.3599854,-0.028212106
445.1799927,-0.028581204
445,-0.028496964
444.8200073,-0.028173393
444.6399841,-0.028194737
444.4599915,-0.028211979
444.2799988,-0.028220735
444.1000061,-0.028427446
443.9199829,-0.028249566
443.7399902,-0.028025825
443.5599976,-0.027984718
443.3800049,-0.02815431
443.1999817,-0.028546402
443.019989,-0.02809998
442.8399963,-0.028471965
442.6600037,-0.02811832
442.4799805,-0.02821878
442.2999878,-0.028155573
442.1199951,-0.027726481
441.9400024,-0.028083485
441.7600098,-0.027912028
441.5799866,-0.027690336
441.3999939,-0.02782676
441.2200012,-0.027652089
441.0400085,-0.027166374
440.8599854,-0.027938675
440.6799927,-0.026970427
440.5,-0.026783437
440.3200073,-0.027316514
440.1399841,-0.027429555
439.9599915,-0.027459828
439.7799988,-0.027100179
439.6000061,-0.027174167
439.4199829,-0.027738838
439.2399902,-0.026795477
439.0599976,-0.027470611
438.8800049,-0.027106008
438.6999817,-0.027482832
438.519989,-0.027415715
438.3399963,-0.027275635
438.1600037,-0.027484747
437.9799805,-0.027865801
437.7999878,-0.027234748
437.6199951,-0.027957015
437.4400024,-0.028060585
437.2600098,-0.027758297
437.0799866,-0.028017865
436.8999939,-0.027934581
436.7200012,-0.028351327
436.5400085,-0.028455447
436.3599854,-0.028373079
436.1799927,-0.028683495
436,-0.028686522
435.8200073,-0.028279899
435.6399841,-0.028367341
435.4599915,-0.028631493
435.2799988,-0.028544353
435.1000061,-0.028345052
434.9199829,-0.028450958
434.7399902,-0.028532002
434.5599976,-0.029007088
434.3800049,-0.028683856
434.1999817,-0.02855937
434.019989,-0.028612735
433.8399963,-0.028457638
433.6600037,-0.028756883
433.4799805,-0.028508792
433.2999878,-0.028717037
433.1199951,-0.028642721
432.9400024,-0.028638696
432.7599792,-0.02890387
432.5799866,-0.028429782
432.3999939,-0.028826509
432.2200012,-0.028662844
432.0400085,-0.028636917
431.8599854,-0.028897133
431.6799927,-0.028600175
431.5,-0.029169325
431.3200073,-0.028491849
431.1399841,-0.028861536
430.9599915,-0.028952915
430.7799988,-0.028737457
430.6000061,-0.029135199
430.4199829,-0.02880263
430.2399902,-0.028823014
430.0599976,-0.028536687
429.8800049,-0.028830603
429.6999817,-0.029069502
429.519989,-0.029004123
429.3399963,-0.028829867
429.1600037,-0.028883573
428.9799805,-0.028625187
428.7999878,-0.028530523
428.6199951,-0.029014753
428.4400024,-0.02890501
428.2599792,-0.028771212
428.0799866,-0.029102469
427.8999939,-0.028693739
427.7200012,-0.029018557
427.5400085,-0.028827999
427.3599854,-0.029171187
427.1799927,-0.029052509
427,-0.028879164
426.8200073,-0.028930925
426.6399841,-0.029095516
426.4599915,-0.029413184
426.2799988,-0.028359933
426.1000061,-0.028547928
425.9199829,-0.028963629
425.7399902,-0.029281884
425.5599976,-0.029231044
425.3800049,-0.029366447
425.1999817,-0.028814752
425.019989,-0.029338617
424.8399963,-0.029099582
424.6600037,-0.028880024
424.4799805,-0.028902674
424.2999878,-0.029103979
424.1199951,-0.028384406
423.9400024,-0.029470023
423.7599792,-0.029012855
423.5799866,-0.02877559
423.3999939,-0.028959842
423.2200012,-0.028330192
423.0400085,-0.029042533
422.8599854,-0.029111043
422.6799927,-0.028751316
422.5,-0.028432895
422.3200073,-0.029093586
422.1399841,-0.028629974
421.9599915,-0.028621621
421.7799988,-0.028801812
421.6000061,-0.028610948
421.4199829,-0.028270695
421.2399902,-0.028999347
421.0599976,-0.029072601
420.8800049,-0.028350906
420.6999817,-0.028175704
420.519989,-0.028709358
420.3399963,-0.028274592
420.1600037,-0.029038761
419.9799805,-0.028085791
419.7999878,-0.028596219
419.6199951,-0.028346479
419.4400024,-0.028330201
419.2599792,-0.028015032
419.0799866,-0.026632898
418.8999939,-0.025516992
418.7200012,-0.024621913
418.5400085,-0.021898003
418.3599854,-0.016534399
418.1799927,-0.011026796
418,-0.007232491
417.8200073,-0.006991961
417.6399841,-0.011134272
417.4599915,-0.017790053
417.2799988,-0.022038156
417.1000061,-0.024610505
416.9199829,-0.026419144
416.7399902,-0.02684129
416.5599976,-0.027777322
416.3800049,-0.028291371
416.1999817,-0.028420379
416.019989,-0.028019005
415.8399963,-0.028370537
415.6600037,-0.029082553
415.4799805,-0.028560057
415.2999878,-0.028693506
415.1199951,-0.029355494
414.9400024,-0.029048173
414.7599792,-0.029163089
414.5799866,-0.028651705
414.3999939,-0.029172691
414.2200012,-0.029226853
414.0400085,-0.029147705
413.8599854,-0.028931247
413.6799927,-0.028852344
413.5,-0.029135093
413.3200073,-0.029449066
413.1399841,-0.029519936
412.9599915,-0.028917916
412.7799988,-0.028890846
412.6000061,-0.029546544
412.4199829,-0.029600509
412.2399902,-0.029118136
412.0599976,-0.029810468
411.8800049,-0.029534897
411.6999817,-0.029355541
411.519989,-0.029480029
411.3399963,-0.029814817
411.1600037,-0.029364124
410.9799805,-0.029522533
410.7999878,-0.028796893
410.6199951,-0.028557118
410.4400024,-0.029207449
410.2599792,-0.028382542
410.0799866,-0.02950361
409.8999939,-0.029307188
409.7200012,-0.029584184
409.5400085,-0.029615747
409.3599854,-0.02908342
409.1799927,-0.029064063
409,-0.028687431
408.8200073,-0.029225973
408.6399841,-0.029719362
408.4599915,-0.02963868
408.2799988,-0.029392071
408.1000061,-0.02931403
407.9199829,-0.029716197
407.7399902,-0.028980907
407.5599976,-0.02935669
407.3800049,-0.029810321
407.1999817,-0.029152276
407.019989,-0.029651867
406.8399963,-0.029579321
406.6600037,-0.029504279
406.4799805,-0.029362096
406.2999878,-0.029686011
406.1199951,-0.029766724
405.9400024,-0.028832717
405.7599792,-0.02978457
405.5799866,-0.029334676
405.3999939,-0.029157422
405.2200012,-0.029621786
405.039978,-0.029320952
404.8599854,-0.029969465
404.6799927,-0.029428095
404.5,-0.029069507
404.3200073,-0.029151727
404.1399841,-0.030000357
403.9599915,-0.02915276
403.7799988,-0.029233005
403.6000061,-0.029586971
403.4199829,-0.030178107
403.2399902,-0.029803958
403.0599976,-0.02906562
402.8800049,-0.029643688
402.6999817,-0.029299956
402.519989,-0.02926643
402.3399963,-0.029536627
402.1600037,-0.029619053
401.9799805,-0.02992449
401.7999878,-0.02999316
401.6199951,-0.029777993
401.4400024,-0.02937278
401.2599792,-0.029581649
401.0799866,-0.029912096
400.8999939,-0.028698968
400.7200012,-0.029372688
400.539978,-0.029774584
400.3599854,-0.029840019
400.1799927,-0.02942401
400,-0.029381694
399.8200073,-0.029821238
399.6399841,-0.029443281
399.4599915,-0.029545248
399.2799988,-0.029286195
399.1000061,-0.029122861
398.9199829,-0.02937215
398.7399902,-0.029476598
398.5599976,-0.028807033
398.3800049,-0.030317856
398.1999817,-0.029649828
398.019989,-0.029467203
397.8399963,-0.029266905
397.6600037,-0.029077293
397.4799805,-0.029695211
397.2999878,-0.029379372
397.1199951,-0.029004464
396.9400024,-0.029435838
396.7599792,-0.029285789
396.5799866,-0.030047761
396.3999939,-0.029506493
396.2200012,-0.029493412
396.039978,-0.029591264
395.8599854,-0.030019604
395.6799927,-0.029097809
395.5,-0.029182687
395.3200073,-0.029361516
395.1399841,-0.029319882
394.9599915,-0.028968925
394.7799988,-0.029111024
394.6000061,-0.029452238
394.4199829,-0.029501025
394.2399902,-0.029574212
394.0599976,-0.029843001
393.8800049,-0.02974372
393.6999817,-0.029310122
393.519989,-0.029454939
393.3399963,-0.028913395
393.1600037,-0.02963699
392.9799805,-0.02902
392.7999878,-0.02943103
392.6199951,-0.029578628
392.4400024,-0.028651079
392.2599792,-0.02835541
392.0799866,-0.029571358
391.8999939,-0.028727731
391.7200012,-0.028941903
391.539978,-0.028939901
391.3599854,-0.028869728
391.1799927,-0.029023137
391,-0.028213931
390.8200073,-0.028953142
390.6399841,-0.02829239
390.4599915,-0.029237082
390.2799988,-0.028552461
390.1000061,-0.028964851
389.9199829,-0.0285955
389.7399902,-0.028731182
389.5599976,-0.028662581
389.3800049,-0.028103892
389.1999817,-0.027343698
389.019989,-0.028033817
388.8399963,-0.02719469
388.6600037,-0.02673289
388.4799805,-0.02537529
388.2999878,-0.023353789
388.1199951,-0.023338813
387.9400024,-0.021901643
387.7599792,-0.020911349
387.5799866,-0.022827711
387.3999939,-0.023839463
387.2200012,-0.024211943
387.039978,-0.026455339
386.8599854,-0.026580635
386.6799927,-0.027927002
386.5,-0.02765731
386.3200073,-0.02783259
386.1399841,-0.02891366
385.9599915,-0.027967896
385.7799988,-0.028192686
385.6000061,-0.028901868
385.4199829,-0.027688624
385.2399902,-0.028248146
385.0599976,-0.028703315
384.8800049,-0.028888738
384.6999817,-0.028713318
384.519989,-0.028680099
384.3399963,-0.028439963
384.1600037,-0.028114988
383.9799805,-0.027841883
383.7999878,-0.028271889
383.6199951,-0.028236439
383.4400024,-0.027967783
383.2599792,-0.028187636
383.0799866,-0.028987704
382.8999939,-0.027475262
382.7200012,-0.02727315
382.539978,-0.027704446
382.3599854,-0.027194211
382.1799927,-0.026697628
382,-0.026788842
381.8200073,-0.027229194
381.6399841,-0.027031003
381.4599915,-0.026606474
381.2799988,-0.026982173
381.1000061,-0.026681254
380.9199829,-0.026900962
380.7399902,-0.026853403
380.5599976,-0.027740415
380.3800049,-0.027361196
380.1999817,-0.028266635
380.019989,-0.027939102
379.8399963,-0.029422266
379.6600037,-0.028303105
379.4799805,-0.027813204
379.2999878,-0.027714256
379.1199951,-0.027593385
378.9400024,-0.028112272
378.7599792,-0.027662925
378.5799866,-0.026527528
378.3999939,-0.024813257
378.2200012,-0.023281826
378.039978,-0.02251715
377.8599854,-0.023410786
377.6799927,-0.023936294
377.5,-0.025984045
377.3200073,-0.027115621
377.1399841,-0.028462373
376.9599915,-0.028533725
376.7799988,-0.028324092
376.6000061,-0.02886565
376.4199829,-0.028630346
376.2399902,-0.028971726
376.0599976,-0.029156325
375.8800049,-0.028966498
375.6999817,-0.028864464
375.519989,-0.028535221
375.3399963,-0.028407963
375.1600037,-0.028800245
374.9799805,-0.028836925
374.7999878,-0.028687948
374.6199951,-0.028995467
374.4400024,-0.029302647
374.2599792,-0.028909685
374.0799866,-0.028952386
373.8999939,-0.028728172
373.7200012,-0.029075254
373.539978,-0.028768791
373.3599854,-0.028372576
373.1799927,-0.029615682
373,-0.028203268
372.8199768,-0.028771419
372.6399841,-0.029431578
372.4599915,-0.030176999
372.2799988,-0.028923532
372.1000061,-0.029461961
371.9199829,-0.029379491
371.7399902,-0.02876425
371.5599976,-0.029412946
371.3800049,-0.029121723
371.1999817,-0.027864896
371.019989,-0.028323926
370.8399963,-0.028539097
370.6600037,-0.027588679
370.4799805,-0.028558791
370.2999878,-0.028124953
370.1199951,-0.029530892
369.9400024,-0.028359631
369.7599792,-0.028619487
369.5799866,-0.028950913
369.3999939,-0.029635658
369.2200012,-0.028874522
369.039978,-0.029566562
368.8599854,-0.02888827
368.6799927,-0.029213794
368.5,-0.028444186
368.3199768,-0.028351732
368.1399841,-0.028606061
367.9599915,-0.028772356
367.7799988,-0.028797477
367.6000061,-0.028651776
367.4199829,-0.028940637
367.2399902,-0.029088907
367.0599976,-0.028172825
366.8800049,-0.027995307
366.6999817,-0.029143237
366.519989,-0.029040687
366.3399963,-0.028637309
366.1600037,-0.027688971
365.9799805,-0.026326017
365.7999878,-0.024987707
365.6199951,-0.026323166
365.4400024,-0.026597645
365.2599792,-0.027130088
365.0799866,-0.028661711
364.8999939,-0.028779987
364.7200012,-0.028990395
364.539978,-0.028667102
364.3599854,-0.028018551
364.1799927,-0.027904529
364,-0.02937167
363.8199768,-0.029350476
363.6399841,-0.028348185
363.4599915,-0.028840598
363.2799988,-0.028915785
363.1000061,-0.02804623
362.9199829,-0.028934753
362.7399902,-0.029307362
362.5599976,-0.029015971
362.3800049,-0.028144199
362.1999817,-0.029427413
362.019989,-0.028911803
361.8399963,-0.029164258
361.6600037,-0.029675353
361.4799805,-0.028969778
361.2999878,-0.028216962
361.1199951,-0.029064214
360.9400024,-0.028792961
360.7599792,-0.028145185
360.5799866,-0.028382285
360.3999939,-0.02855166
360.2200012,-0.02859777
360.039978,-0.028375499
359.8599854,-0.028766776
359.6799927,-0.029389769
359.5,-0.02843724
359.3199768,-0.028270416
359.1399841,-0.028877856
358.9599915,-0.029037025
358.7799988,-0.028539795
358.6000061,-0.028537137
358.4199829,-0.0292763
358.2399902,-0.029001296
358.0599976,-0.028403053
357.8800049,-0.028781753
357.6999817,-0.028852664
357.519989,-0.028513528
357.3399963,-0.028719764
357.1600037,-0.028620351
356.9799805,-0.028793525
356.7999878,-0.028687166
356.6199951,-0.02821823
356.4400024,-0.028005946
356.2599792,-0.028973011
356.0799866,-0.028118089
355.8999939,-0.028801918
355.7200012,-0.028950252
355.539978,-0.028803639
355.3599854,-0.028429231
355.1799927,-0.028723927
355,-0.029022722
354.8199768,-0.029338079
354.6399841,-0.028777061
354.4599915,-0.029138688
354.2799988,-0.029210513
354.1000061,-0.028068762
353.9199829,-0.028588856
353.7399902,-0.028121861
353.5599976,-0.027800681
353.3800049,-0.028696679
353.1999817,-0.028079519
353.019989,-0.029586069
352.8399963,-0.027598916
352.6600037,-0.028975138
352.4799805,-0.029765125
352.2999878,-0.029899681
352.1199951,-0.028853513
351.9400024,-0.028914349
351.7599792,-0.029038761
351.5799866,-0.027687382
351.3999939,-0.027914273
351.2200012,-0.029198576
351.039978,-0.028201204
350.8599854,-0.028347468
350.6799927,-0.028794693
350.5,-0.029053755
350.3199768,-0.028321143
350.1399841,-0.029209033
349.9599915,-0.028581757
349.7799988,-0.028094152
349.6000061,-0.029817404
349.4199829,-0.028622247
349.2399902,-0.030284183
349.0599976,-0.02870151
348.8800049,-0.028391147
348.6999817,-0.028372034
348.519989,-0.028981373
348.3399963,-0.029453885
348.1600037,-0.028278694
347.9799805,-0.03019283
347.7999878,-0.028052067
347.6199951,-0.029095672
347.4400024,-0.028483514
347.2599792,-0.029053766
347.0799866,-0.028810697
346.8999939,-0.028555753
346.7200012,-0.02897417
346.539978,-0.029114241
346.3599854,-0.028941838
346.1799927,-0.029758561
346,-0.02926903
345.8199768,-0.028954333
345.6399841,-0.028869411
345.4599915,-0.028841922
345.2799988,-0.029209778
345.1000061,-0.028892171
344.9199829,-0.028669177
344.7399902,-0.029370014
344.5599976,-0.028245492
344.3800049,-0.029521979
344.1999817,-0.029068377
344.019989,-0.028898753
343.8399963,-0.02963691
343.6600037,-0.028570386
343.4799805,-0.029317927
343.2999878,-0.029061368
343.1199951,-0.029432902
342.9400024,-0.029975347
342.7599792,-0.028971583
342.5799866,-0.028671887
342.3999939,-0.027799854
342.2200012,-0.029258201
342.039978,-0.028722113
341.8599854,-0.030264262
341.6799927,-0.030461801
341.5,-0.028779907
341.3199768,-0.029123103
341.1399841,-0.028683141
340.9599915,-0.030389924
340.7799988,-0.029958721
340.5999756,-0.02986021
340.4199829,-0.02811859
340.2399902,-0.028934821
340.0599976,-0.029088603
339.8800049,-0.029052669
339.6999817,-0.028962301
339.519989,-0.028261175
339.3399963,-0.029058391
339.1600037,-0.029221937
338.9799805,-0.029528404
338.7999878,-0.029174594
338.6199951,-0.028668074
338.4400024,-0.02926329
338.2599792,-0.029461976
338.0799866,-0.02888708
337.8999939,-0.029099453
337.7200012,-0.029609647
337.539978,-0.028855391
337.3599854,-0.030296398
337.1799927,-0.029718783
337,-0.029645339
336.8199768,-0.029596763
336.6399841,-0.029449401
336.4599915,-0.02855555
336.2799988,-0.028800245
336.0999756,-0.029194789
335.9199829,-0.029575203
335.7399902,-0.029836383
335.5599976,-0.028678859
335.3800049,-0.028973663
335.1999817,-0.029659769
335.019989,-0.029920112
334.8399963,-0.029557128
334.6600037,-0.030110247
334.4799805,-0.029062387
334.2999878,-0.029979888
334.1199951,-0.028999425
333.9400024,-0.029815424
333.7599792,-0.029645115
333.5799866,-0.02964811
333.3999939,-0.028199295
333.2200012,-0.029162664
333.039978,-0.029503126
332.8599854,-0.028926853
332.6799927,-0.029560069
332.5,-0.029134832
332.3199768,-0.028657034
332.1399841,-0.029159274
331.9599915,-0.029397579
331.7799988,-0.029377142
331.5999756,-0.030251086
331.4199829,-0.02829491
331.2399902,-0.028299425
331.0599976,-0.029128091
330.8800049,-0.029839942
330.6999817,-0.029931843
330.519989,-0.029724624
330.3399963,-0.030269081
330.1600037,-0.030028705
329.9799805,-0.028277721
329.7999878,-0.027188731
329.6199951,-0.01900227
329.4400024,0.007192599
329.2599792,0.038014568
329.0799866,0.057488114
328.8999939,0.052353192
328.7200012,0.032847721
328.539978,0.016308276
328.3599854,0.000621303
328.1799927,-0.013871294
328,-0.022066101
327.8199768,-0.027729478
327.6399841,-0.029496994
327.4599915,-0.02867076
327.2799988,-0.030256758
327.0999756,-0.028948935
326.9199829,-0.028443931
326.7399902,-0.028966056
326.5599976,-0.029343553
326.3800049,-0.029996404
326.1999817,-0.028740479
326.019989,-0.02817928
325.8399963,-0.029338812
325.6600037,-0.028759573
325.4799805,-0.028895451
325.2999878,-0.028515706
325.1199951,-0.030014265
324.9400024,-0.028391991
324.7599792,-0.028838599
324.5799866,-0.028987462
324.3999939,-0.030824641
324.2200012,-0.029946402
324.039978,-0.029477566
323.8599854,-0.028701831
323.6799927,-0.028651601
323.5,-0.029904597
323.3199768,-0.028826052
323.1399841,-0.02922648
322.9599915,-0.030340111
322.7799988,-0.029346703
322.5999756,-0.028845895
322.4199829,-0.02970938
322.2399902,-0.028620511
322.0599976,-0.028188253
321.8800049,-0.028924726
321.6999817,-0.029207464
321.519989,-0.0295412
321.3399963,-0.029790007
321.1600037,-0.029316895
320.9799805,-0.029714495
320.7999878,-0.028856337
320.6199951,-0.027336117
320.4400024,-0.027845308
320.2599792,-0.02879679
320.0799866,-0.02805097
319.8999939,-0.028640879
319.7200012,-0.028482143
319.539978,-0.027702972
319.3599854,-0.029158629
319.1799927,-0.029607646
319,-0.029473681
318.8199768,-0.02777132
318.6399841,-0.028247222
318.4599915,-0.030236848
318.2799988,-0.028504813
318.0999756,-0.028343085
317.9199829,-0.029507957
317.7399902,-0.028315362
317.5599976,-0.029048307
317.3800049,-0.028446374
317.1999817,-0.02744709
317.019989,-0.027463274
316.8399963,-0.028419858
316.6600037,-0.027615225
316.4799805,-0.028535854
316.2999878,-0.028773041
316.1199951,-0.028973332
315.9400024,-0.028774044
315.7599792,-0.029965732
315.5799866,-0.029021502
315.3999939,-0.029140009
315.2200012,-0.027544826
315.039978,-0.026706057
314.8599854,-0.023292653
314.6799927,-0.018068647
314.5,-0.015061527
314.3199768,-0.017753322
314.1399841,-0.023001842
313.9599915,-0.026535712
313.7799988,-0.028073177
313.5999756,-0.028646447
313.4199829,-0.029057046
313.2399902,-0.028707393
313.0599976,-0.030075742
312.8800049,-0.029303413
312.6999817,-0.029115845
312.519989,-0.029554483
312.3399963,-0.02889126
312.1600037,-0.029147686
311.9799805,-0.028562229
311.7999878,-0.027440887
311.6199951,-0.027719216
311.4400024,-0.026088089
311.2599792,-0.023119478
311.0799866,-0.020890204
310.8999939,-0.021831673
310.7200012,-0.024711423
310.539978,-0.026405748
310.3599854,-0.02871576
310.1799927,-0.028413948
310,-0.027555309
309.8199768,-0.02931744
309.6399841,-0.02776346
309.4599915,-0.02871847
309.2799988,-0.029015314
309.0999756,-0.028613137
308.9199829,-0.028189205
308.7399902,-0.02911661
308.5599976,-0.026156889
308.3799744,-0.028093686
308.1999817,-0.026963465
308.019989,-0.025161598
307.8399963,-0.020580675
307.6600037,-0.016362237
307.4799805,-0.012437535
307.2999878,-0.017077066
307.1199951,-0.021541361
306.9400024,-0.024976883
306.7599792,-0.028486693
306.5799866,-0.026230477
306.3999939,-0.027040748
306.2200012,-0.025028951
306.039978,-0.027327742
305.8599854,-0.026068354
305.6799927,-0.026264073
305.5,-0.02563381
305.3199768,-0.026402991
305.1399841,-0.026510319
304.9599915,-0.026585875
304.7799988,-0.027567957
304.5999756,-0.028235113
304.4199829,-0.028519901
304.2399902,-0.028671976
304.0599976,-0.028529368
303.8799744,-0.027709085
303.6999817,-0.028066359
303.519989,-0.029443955
303.3399963,-0.027876817
303.1600037,-0.027772648
302.9799805,-0.029425845
302.7999878,-0.027903231
302.6199951,-0.027859978
302.4400024,-0.027259383
302.2599792,-0.026158726
302.0799866,-0.026226748
301.8999939,-0.028217906
301.7200012,-0.027451808
301.539978,-0.02787254
301.3599854,-0.027731556
301.1799927,-0.02774854
301,-0.027758371
300.8199768,-0.029194929
300.6399841,-0.027202765
300.4599915,-0.029412502
300.2799988,-0.027714839
300.0999756,-0.028354391
299.9199829,-0.027752357
299.7399902,-0.02902458
299.5599976,-0.026796097
299.3799744,-0.02729011
299.1999817,-0.028245142
299.019989,-0.029114151
298.8399963,-0.027797895
298.6600037,-0.027554348
298.4799805,-0.029732432
298.2999878,-0.02965223
298.1199951,-0.026429201
297.9400024,-0.028480811
297.7599792,-0.027361855
297.5799866,-0.030640291
297.3999939,-0.029545743
297.2200012,-0.028116288
297.039978,-0.028297115
296.8599854,-0.028150693
296.6799927,-0.02899247
296.5,-0.029119328
296.3199768,-0.027761204
296.1399841,-0.029551595
295.9599915,-0.028407998
295.7799988,-0.027022677
295.5999756,-0.028816026
295.4199829,-0.027850689
295.2399902,-0.028685655
295.0599976,-0.03026361
294.8799744,-0.02975858
294.6999817,-0.026988341
294.519989,-0.029388268
294.3399963,-0.027249256
294.1600037,-0.027583027
293.9799805,-0.030325726
293.7999878,-0.030072872
293.6199951,-0.027992504
293.4400024,-0.028632073
293.2599792,-0.030489717
293.0799866,-0.02972283
292.8999939,-0.029799059
