   0.000000000E+00   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.866575083E+03   0.916638647E+04  -0.651813566E+01  -0.622004174E+01  -0.650035850E+01  -0.653559607E+01  -0.645321485E+01  -0.631829404E+01  -0.706512093E+01  -0.638781891E+01  -0.657051688E+01  -0.673813566E+01  -0.686321485E+01
   0.173099790E+04   0.581913392E+04  -0.624570535E+01  -0.475717200E+01  -0.566909928E+01  -0.618038414E+01  -0.634634778E+01  -0.637932960E+01  -0.566483261E+01  -0.548143868E+01  -0.605506292E+01  -0.647570535E+01  -0.681400838E+01
   0.260042887E+04   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.346041564E+04   0.500000000E+04  -0.455096519E+01  -0.251822957E+01  -0.372863825E+01  -0.445224403E+01  -0.472904692E+01  -0.484648923E+01  -0.344759015E+01  -0.349991709E+01  -0.424480172E+01  -0.479096519E+01  -0.523776808E+01
   0.432675712E+04   0.501738830E+04  -0.671049313E+01  -0.469080962E+01  -0.589396712E+01  -0.661273879E+01  -0.688712463E+01  -0.700263330E+01  -0.561968678E+01  -0.566621279E+01  -0.640723013E+01  -0.695049313E+01  -0.739487896E+01
   0.518421865E+04   0.535937812E+04  -0.732460658E+01  -0.555871793E+01  -0.662107428E+01  -0.724519455E+01  -0.747225469E+01  -0.754990280E+01  -0.647812996E+01  -0.641225023E+01  -0.707754644E+01  -0.756401861E+01  -0.796107874E+01
   0.605080840E+04   0.549315869E+04  -0.769863061E+01  -0.601598629E+01  -0.703325196E+01  -0.762268710E+01  -0.783240466E+01  -0.789617872E+01  -0.693192980E+01  -0.683136494E+01  -0.746891304E+01  -0.793457412E+01  -0.831429169E+01
   0.692468330E+04   0.557539486E+04  -0.799582296E+01  -0.636434971E+01  -0.735389772E+01  -0.792201158E+01  -0.812106851E+01  -0.817631405E+01  -0.727816109E+01  -0.715627495E+01  -0.777676604E+01  -0.822963435E+01  -0.859869128E+01
   0.779586820E+04   0.564818102E+04  -0.825799999E+01  -0.667181758E+01  -0.763683305E+01  -0.818607572E+01  -0.837569706E+01  -0.842339412E+01  -0.758374185E+01  -0.744298452E+01  -0.804837865E+01  -0.848992426E+01  -0.884954559E+01
   0.866225058E+04   0.571731623E+04  -0.849464741E+01  -0.695148406E+01  -0.789319754E+01  -0.842451561E+01  -0.860517464E+01  -0.864570187E+01  -0.786161587E+01  -0.770293393E+01  -0.829398838E+01  -0.872477922E+01  -0.907543825E+01
   0.953069113E+04   0.578377330E+04  -0.870764817E+01  -0.720030144E+01  -0.812249057E+01  -0.864061665E+01  -0.881171121E+01  -0.884725850E+01  -0.810881720E+01  -0.793397481E+01  -0.851358513E+01  -0.893764817E+01  -0.928022697E+01
   0.103834476E+05   0.585063536E+04  -0.890187987E+01  -0.743010666E+01  -0.833289205E+01  -0.883808231E+01  -0.899947500E+01  -0.903017134E+01  -0.833700545E+01  -0.814599327E+01  -0.871428474E+01  -0.913187987E+01  -0.946637378E+01
   0.112385564E+05   0.590247075E+04  -0.907396602E+01  -0.762977150E+01  -0.851751397E+01  -0.901267561E+01  -0.916654684E+01  -0.919348246E+01  -0.853541671E+01  -0.833186876E+01  -0.889138520E+01  -0.930396602E+01  -0.963219205E+01
   0.121244404E+05   0.595102367E+04  -0.923820377E+01  -0.781984151E+01  -0.869349365E+01  -0.917926174E+01  -0.932608781E+01  -0.934950085E+01  -0.872431252E+01  -0.850902264E+01  -0.906031972E+01  -0.946820377E+01  -0.979055882E+01
   0.129945326E+05   0.599463465E+04  -0.938772328E+01  -0.799256396E+01  -0.885355995E+01  -0.933089061E+01  -0.947138861E+01  -0.949163761E+01  -0.889598029E+01  -0.867014362E+01  -0.921405795E+01  -0.961772328E+01  -0.993480494E+01
   0.138358087E+05   0.603470407E+04  -0.952265618E+01  -0.814881554E+01  -0.899818316E+01  -0.946776158E+01  -0.960244539E+01  -0.961978729E+01  -0.905126284E+01  -0.881573586E+01  -0.935286697E+01  -0.975265618E+01  -0.100648927E+02
   0.147319422E+05   0.607446495E+04  -0.965685538E+01  -0.830416926E+01  -0.914199806E+01  -0.960388392E+01  -0.973279831E+01  -0.974725551E+01  -0.920565499E+01  -0.896051232E+01  -0.949091245E+01  -0.988685538E+01  -0.101942840E+02
   0.155832052E+05   0.610896016E+04  -0.977599893E+01  -0.844166576E+01  -0.926948385E+01  -0.972469592E+01  -0.984860496E+01  -0.986055948E+01  -0.934231727E+01  -0.908883235E+01  -0.961339290E+01  -0.100059989E+02  -0.103092565E+02
   0.164296302E+05   0.613976861E+04  -0.988694413E+01  -0.856877636E+01  -0.938781662E+01  -0.983703138E+01  -0.995668238E+01  -0.996642064E+01  -0.946868911E+01  -0.920799112E+01  -0.972729313E+01  -0.101168569E+02  -0.104165951E+02
   0.173224046E+05   0.616987987E+04  -0.999592793E+01  -0.869202124E+01  -0.950359141E+01  -0.994669428E+01  -0.100636289E+02  -0.100713298E+02  -0.959125489E+01  -0.932512411E+01  -0.983899332E+01  -0.102251616E+02  -0.105228625E+02
   0.182037605E+05   0.619886226E+04  -0.100975907E+02  -0.880741045E+01  -0.961179059E+01  -0.100490107E+02  -0.101633307E+02  -0.101690708E+02  -0.970599046E+01  -0.943463056E+01  -0.994327066E+01  -0.103261707E+02  -0.106219108E+02
   0.190671203E+05   0.622446296E+04  -0.101917236E+02  -0.891366814E+01  -0.971169718E+01  -0.101437209E+02  -0.102557315E+02  -0.102597394E+02  -0.981167078E+01  -0.953569190E+01  -0.100397130E+02  -0.104197262E+02  -0.107137341E+02
   0.199057561E+05   0.624617841E+04  -0.102783493E+02  -0.901057863E+01  -0.980322044E+01  -0.102308365E+02  -0.103408880E+02  -0.103434267E+02  -0.990809152E+01  -0.962819465E+01  -0.101282978E+02  -0.105058622E+02  -0.107984009E+02
   0.207816072E+05   0.627008742E+04  -0.103656935E+02  -0.910924642E+01  -0.989595680E+01  -0.103187198E+02  -0.104266145E+02  -0.104275355E+02  -0.100062201E+02  -0.972200946E+01  -0.102177988E+02  -0.105926672E+02  -0.108835882E+02
   0.216245608E+05   0.628616689E+04  -0.104425434E+02  -0.919371174E+01  -0.997643308E+01  -0.103959324E+02  -0.105023765E+02  -0.105022096E+02  -0.100903228E+02  -0.980321102E+01  -0.102960993E+02  -0.106691544E+02  -0.109589875E+02
   0.225020197E+05   0.630224761E+04  -0.105193408E+02  -0.927812515E+01  -0.100568571E+02  -0.104730924E+02  -0.105780858E+02  -0.105768309E+02  -0.101743735E+02  -0.988436041E+01  -0.103743473E+02  -0.107455891E+02  -0.110343342E+02
   0.233378881E+05   0.631689565E+04  -0.105897308E+02  -0.935545272E+01  -0.101305508E+02  -0.105438128E+02  -0.106474848E+02  -0.106452389E+02  -0.102513707E+02  -0.995871477E+01  -0.104460588E+02  -0.108156488E+02  -0.111034029E+02
   0.242050948E+05   0.633146091E+04  -0.106599634E+02  -0.943258356E+01  -0.102040682E+02  -0.106143739E+02  -0.107167319E+02  -0.107135005E+02  -0.103281731E+02  -0.100328892E+02  -0.105176053E+02  -0.108855529E+02  -0.111723214E+02
