

date,jdobs,filter,absmag,mag,emag,limmag,instrument,reducedby,refsys,issub 
"2014 Apr 17",2456764.90527,"r", 99.0, 99.0,99.0, 20.27,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 17",2456764.90527,"r", 99.0, 99.0,99.0, 20.05,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 17",2456764.93808,"r", 99.0, 99.0,99.0, 20.11,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 17",2456764.93808,"r", 99.0, 99.0,99.0, 19.80,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2016 Mar 05",2457452.90041,"g", 99.0, 99.0,99.0, 21.55,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 05",2457452.93447,"g", 99.0, 99.0,99.0, 21.99,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 05",2457452.96854,"g", 99.0, 99.0,99.0, 21.66,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 09",2457456.90265,"g", 99.0, 99.0,99.0, 21.43,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 09",2457456.93668,"g", 99.0, 99.0,99.0, 21.42,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 10",2457457.90176,"g", 99.0, 99.0,99.0, 21.56,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 10",2457457.93674,"g", 99.0, 99.0,99.0, 20.47,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 10",2457457.97109,"g", 99.0, 99.0,99.0, 20.41,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 11",2457458.90204,"g", 99.0, 99.0,99.0, 19.98,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 11",2457458.93683,"g", 99.0, 99.0,99.0, 20.65,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 11",2457458.97109,"g", 99.0, 99.0,99.0, 20.53,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 15",2457462.90462,"g", 99.0, 99.0,99.0, 21.79,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 15",2457462.93894,"g", 99.0, 99.0,99.0, 21.59,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 15",2457462.97314,"g", 99.0, 99.0,99.0, 21.32,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 16",2457463.90551,"g", 99.0, 99.0,99.0, 22.13,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 16",2457463.93994,"g", 99.0, 99.0,99.0, 22.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Mar 16",2457463.97413,"g", 99.0, 99.0,99.0, 21.82,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 01",2457479.8474,"g", 99.0, 99.0,99.0, 21.88,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 01",2457479.87647,"g", 99.0, 99.0,99.0, 21.55,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 01",2457479.9056,"g", 99.0, 99.0,99.0, 21.27,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 02",2457480.85815,"g", 99.0, 99.0,99.0, 21.90,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 02",2457480.88736,"g", 99.0, 99.0,99.0, 22.11,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 02",2457480.9155,"g", 99.0, 99.0,99.0, 22.07,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 03",2457481.85904,"g", -13.62, 21.35,0.12, 22.08,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 03",2457481.88771,"g", -13.70, 21.26,0.13, 21.86,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 04",2457482.84597,"g", -15.70, 19.26,0.07, 20.97,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 04",2457482.87483,"g", -15.64, 19.33,0.05, 21.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 04",2457482.90359,"g", -15.68, 19.28,0.04, 21.60,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 04",2457482.90359,"g", -15.78, 19.18,0.05, 21.46,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2016 Apr 04",2457483.39122,"B", -15.89, 19.07,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.39483,"B", -15.96, 19.01,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.39858,"V", -15.86, 19.10,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.40104,"V", -15.81, 19.16,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.40367,"g", -15.95, 19.02,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.40728,"g", -15.98, 18.99,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.41104,"r", -16.04, 18.92,0.06, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.4135,"r", -16.03, 18.93,0.06, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.4161,"i", -15.84, 19.12,0.13, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 04",2457483.41856,"i", -15.93, 19.03,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.67199,"r", -16.09, 18.87,0.02, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 05",2457483.675,"i", -15.92, 19.04,0.04, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 05",2457483.67699,"g", -16.08, 18.88,0.04, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 05",2457483.68,"u", 99.0, 99.0,99.0, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 05",2457483.7,"r", -16.18, 18.78,0.01, 99.00,"SPM15+RATIR","Fox","None",f
"2016 Apr 05",2457483.7,"i", -15.95, 19.01,0.01, 99.00,"SPM15+RATIR","Fox","None",f
"2016 Apr 05",2457483.73,"J", -15.38, 19.58,0.12, 20.79,"SPM15+RATIR","Fox","None",f
"2016 Apr 05",2457483.73,"Y", -15.58, 19.38,0.08, 20.97,"SPM15+RATIR","Fox","None",f
"2016 Apr 05",2457483.73,"Z", -15.89, 19.07,0.04, 21.65,"SPM15+RATIR","Fox","None",f
"2016 Apr 05",2457483.73,"H", 99.0, 100.0,100.0, 20.27,"SPM15+RATIR","Fox","None",f
"2016 Apr 05",2457483.84625,"g", -16.18, 18.78,0.04, 21.16,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 05",2457483.87501,"g", -16.24, 18.73,0.04, 21.23,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 05",2457483.90389,"g", -16.32, 18.64,0.04, 21.22,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 05",2457483.92868,"B", -16.15, 18.81,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.93159,"B", -16.16, 18.81,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.93453,"V", -16.26, 18.70,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.93642,"V", -16.23, 18.74,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.93852,"g", -16.29, 18.67,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.9413,"g", -16.23, 18.73,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.94426,"r", -16.32, 18.65,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.94613,"r", -16.26, 18.70,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.94818,"i", -16.08, 18.88,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457483.95005,"i", -16.19, 18.78,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.04395,"B", -16.17, 18.79,0.08, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.04757,"B", -16.22, 18.74,0.08, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.05133,"V", -16.21, 18.76,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.0538,"V", -16.15, 18.81,0.08, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.05645,"g", -16.24, 18.72,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.06007,"g", -16.29, 18.67,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.06383,"r", -16.25, 18.71,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.06631,"r", -16.26, 18.71,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.0689,"i", -16.19, 18.78,0.05, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.07137,"i", -16.20, 18.77,0.06, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.15936,"B", -16.23, 18.73,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.16677,"V", -16.30, 18.66,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.17196,"g", -16.40, 18.57,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.17935,"r", -16.30, 18.67,0.08, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.18183,"r", -16.43, 18.53,0.06, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 05",2457484.18691,"i", -16.42, 18.55,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.72266,"B", -16.49, 18.48,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.72628,"B", -16.46, 18.51,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.73008,"V", -16.48, 18.48,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.73253,"V", -16.44, 18.53,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.73516,"g", -16.53, 18.43,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.73877,"g", -16.62, 18.34,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.74256,"r", -16.60, 18.37,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.74502,"r", -16.65, 18.32,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.7476,"i", -16.56, 18.41,0.06, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.75006,"i", -16.55, 18.41,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 06",2457484.8458,"g", -16.72, 18.25,0.05, 20.61,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 06",2457484.858,"r", -16.67, 18.30,0.02, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.861,"i", -16.54, 18.42,0.03, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.863,"g", -16.64, 18.32,0.05, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.866,"u", 99.0, 99.0,99.0, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.87,"r", -16.68, 18.29,0.02, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.873,"i", -16.57, 18.39,0.03, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.87462,"g", -16.76, 18.21,0.05, 20.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 06",2457484.876,"g", -16.60, 18.36,0.04, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.878,"u", 99.0, 99.0,99.0, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Apr 06",2457484.90328,"g", -16.67, 18.29,0.05, 20.47,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2016 Apr 07",2457485.6876,"B", -17.06, 17.90,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.69123,"B", -16.94, 18.02,0.34, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.69881,"i", -16.91, 18.05,0.05, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.71122,"B", -16.92, 18.05,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.71485,"B", -16.90, 18.06,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.71862,"V", -16.93, 18.03,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.72109,"V", -16.99, 17.97,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.75384,"B", -16.90, 18.06,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.75661,"B", -16.92, 18.04,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.75953,"V", -16.98, 17.98,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.76138,"V", -16.97, 17.99,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.76338,"g", -16.98, 17.98,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.76615,"g", -16.96, 18.01,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.76707,"B", -17.04, 17.92,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.7691,"r", -17.04, 17.92,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.77069,"B", -16.99, 17.97,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.77096,"r", -17.02, 17.94,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.77293,"i", -16.85, 18.11,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.77477,"i", -16.90, 18.06,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.7758,"i", -16.86, 18.10,0.05, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.77826,"i", -16.85, 18.11,0.06, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.78392,"B", -16.93, 18.04,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.78755,"B", -16.98, 17.99,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.7913,"V", -16.99, 17.97,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.79375,"V", -16.92, 18.04,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.79943,"B", -16.94, 18.02,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.80304,"B", -16.96, 18.01,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.80682,"V", -16.88, 18.08,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.80927,"V", -16.89, 18.07,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.87985,"B", -16.99, 17.97,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.88264,"B", -17.03, 17.94,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.88558,"V", -17.06, 17.90,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.88743,"V", -17.07, 17.89,0.11, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.88948,"g", -17.00, 17.97,0.15, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.8952,"r", -17.28, 17.68,0.17, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457485.89706,"r", -18.07, 16.89,0.46, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 07",2457486.4334,"r", -17.30, 17.66,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.60675,"B", -17.20, 17.76,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.60951,"B", -17.21, 17.75,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.61243,"V", -17.27, 17.70,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.61427,"V", -17.25, 17.71,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.61627,"g", -17.36, 17.60,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.61905,"g", -17.36, 17.61,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.62197,"r", -17.34, 17.63,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.62382,"r", -17.35, 17.61,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.6258,"i", -17.14, 17.82,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.62765,"i", -17.23, 17.74,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.66115,"B", -17.35, 17.61,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.66476,"B", -17.31, 17.66,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.66852,"V", -17.34, 17.63,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.67098,"V", -17.31, 17.66,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.67361,"g", -17.38, 17.59,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.67722,"g", -17.42, 17.54,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.68097,"r", -17.43, 17.53,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.68343,"r", -17.43, 17.53,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.68603,"i", -17.29, 17.67,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457486.6885,"i", -17.28, 17.68,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.35497,"B", -17.60, 17.36,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.35873,"V", -17.61, 17.35,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.36118,"V", -17.60, 17.36,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.36381,"g", -17.70, 17.26,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.36742,"g", -17.72, 17.25,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.37118,"r", -17.73, 17.24,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.37363,"r", -17.69, 17.28,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.37624,"i", -17.50, 17.46,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 08",2457487.37869,"i", -17.50, 17.46,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.60936,"B", -17.67, 17.30,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.61303,"B", -17.67, 17.29,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.61696,"V", -17.79, 17.17,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.61944,"V", -17.21, 17.75,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.62227,"g", -17.76, 17.20,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.62593,"g", -17.74, 17.23,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.62979,"r", -17.78, 17.19,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.63497,"i", -17.61, 17.35,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.76426,"B", -17.62, 17.35,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.76703,"B", -17.61, 17.35,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.76998,"V", -17.74, 17.23,0.11, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.77182,"V", -17.71, 17.26,0.11, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.77395,"g", -17.75, 17.22,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.77672,"g", -17.73, 17.23,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.77963,"r", -17.76, 17.20,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.78147,"r", -17.75, 17.21,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.78361,"i", -17.60, 17.36,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457487.78546,"i", -17.56, 17.40,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.0,"Y", -17.27, 17.69,0.03, 99.00,"SPM15+RATIR","Fox","None",f
"2016 Apr 09",2457488.0,"J", -16.78, 18.18,0.03, 99.00,"SPM15+RATIR","Fox","None",f
"2016 Apr 09",2457488.0,"Z", -17.49, 17.47,0.01, 99.00,"SPM15+RATIR","Fox,","None",f
"2016 Apr 09",2457488.0,"i", -17.62, 17.34,0.01, 99.00,"SPM15+RATIR","Fox","None",f
"2016 Apr 09",2457488.0,"r", -17.83, 17.13,0.01, 99.00,"SPM15+RATIR","Fox","None",f
"2016 Apr 09",2457488.0,"H", -16.48, 18.48,0.07, 99.00,"SPM15+RATIR","Fox","None",f
"2016 Apr 09",2457488.34964,"B", -17.92, 17.04,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.35376,"V", -17.86, 17.10,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.35647,"V", -17.91, 17.06,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.36793,"g", -18.04, 16.93,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
