5.680000000000000000e+03 2.878992409223230745e-03
5.700000000000000000e+03 6.788967145782561288e-03
5.720000000000000000e+03 1.398882652991884773e-02
5.740000000000000000e+03 2.549190319771025767e-02
5.760000000000000000e+03 4.200649558108698195e-02
5.780000000000000000e+03 6.377565015675305815e-02
5.800000000000000000e+03 9.069945436414615647e-02
5.820000000000000000e+03 1.223644762177819312e-01
5.840000000000000000e+03 1.584541391802445076e-01
5.860000000000000000e+03 1.985613541726215237e-01
5.880000000000000000e+03 2.424650553481143556e-01
5.900000000000000000e+03 2.895847117716098262e-01
5.920000000000000000e+03 3.386257033410288164e-01
5.940000000000000000e+03 3.880101384263657804e-01
5.960000000000000000e+03 4.357387170815884003e-01
5.980000000000000000e+03 4.800056698180773518e-01
6.000000000000000000e+03 5.198379834984905301e-01
6.020000000000000000e+03 5.555766288627169702e-01
6.040000000000000000e+03 5.874316426091575893e-01
6.060000000000000000e+03 6.171767966924002202e-01
6.080000000000000000e+03 6.467122010755774753e-01
6.100000000000000000e+03 6.770749878486513884e-01
6.120000000000000000e+03 7.062639779407691165e-01
6.140000000000000000e+03 7.354119951183704096e-01
6.160000000000000000e+03 7.632794555139583714e-01
6.180000000000000000e+03 7.878785431732707734e-01
6.200000000000000000e+03 8.073659798243560948e-01
6.220000000000000000e+03 8.207530745815798667e-01
6.240000000000000000e+03 8.284038544331304710e-01
6.260000000000000000e+03 8.321244560723269901e-01
6.280000000000000000e+03 8.345450205950866174e-01
6.300000000000000000e+03 8.381042814248969020e-01
6.320000000000000000e+03 8.441827745676357964e-01
6.340000000000000000e+03 8.532503550950579774e-01
6.360000000000000000e+03 8.644408249799276911e-01
6.380000000000000000e+03 8.761236486243604293e-01
6.400000000000000000e+03 8.863319173530301853e-01
6.420000000000000000e+03 8.934798801665032597e-01
6.440000000000000000e+03 8.969407191353209186e-01
6.460000000000000000e+03 8.971099736276120229e-01
6.480000000000000000e+03 8.949226075607652486e-01
6.500000000000000000e+03 8.916774474362380021e-01
6.520000000000000000e+03 8.882926434417739436e-01
6.540000000000000000e+03 8.854596832522005911e-01
6.560000000000000000e+03 8.825107692414938532e-01
6.580000000000000000e+03 8.790415834944492746e-01
6.600000000000000000e+03 8.778944910047148387e-01
6.620000000000000000e+03 8.801362852355315569e-01
6.640000000000000000e+03 8.861687487192222434e-01
6.660000000000000000e+03 8.956569545066149773e-01
6.680000000000000000e+03 9.076647597911623455e-01
6.700000000000000000e+03 9.209505401686094439e-01
6.720000000000000000e+03 9.335644533096189024e-01
6.740000000000000000e+03 9.438893143169568845e-01
6.760000000000000000e+03 9.497746851721331485e-01
6.780000000000000000e+03 9.494598009051410381e-01
6.800000000000000000e+03 9.429112820937352035e-01
6.820000000000000000e+03 9.314962017979612208e-01
6.840000000000000000e+03 9.177060029343727665e-01
6.860000000000000000e+03 9.038919176496191810e-01
6.880000000000000000e+03 8.920325585522435041e-01
6.900000000000000000e+03 8.833644447879186457e-01
6.920000000000000000e+03 8.784914786257070896e-01
6.940000000000000000e+03 8.778714190728227340e-01
6.960000000000000000e+03 8.812633113019410214e-01
6.980000000000000000e+03 8.878753160255493659e-01
7.000000000000000000e+03 8.961046747922968292e-01
7.020000000000000000e+03 9.035546900728359532e-01
7.040000000000000000e+03 9.086204229004173349e-01
7.060000000000000000e+03 9.105575325754430294e-01
7.080000000000000000e+03 9.073452537869639567e-01
7.100000000000000000e+03 8.932019173326167794e-01
7.120000000000000000e+03 8.595439928016078701e-01
7.140000000000000000e+03 7.996314317732317045e-01
7.160000000000000000e+03 7.146872679308360343e-01
7.180000000000000000e+03 6.120682847157815631e-01
7.200000000000000000e+03 5.014784317163537564e-01
7.220000000000000000e+03 3.900095574251717934e-01
7.240000000000000000e+03 2.820469456312371670e-01
7.260000000000000000e+03 1.841156358772536861e-01
7.280000000000000000e+03 1.047181071753720133e-01
7.300000000000000000e+03 5.027115810063739060e-02
7.320000000000000000e+03 1.965584635748376247e-02
7.340000000000000000e+03 6.564101065141061953e-03
7.360000000000000000e+03 2.427434041818641881e-03
